"lname","fname","party","state","seat","district","ico.status","cand.gender","recipient.cfscore.dyn","contributor.cfscore","num.givers.total","total.receipts","prim.vote.pct","pwinner","gen.vote.pct","gwinner"
"toliver","desiree","100","WA","federal:house","WA10","C","F",-1.129,NA,21,"3372 USD",NA,NA,NA,NA
"muchlinski","birdie","100","WA","federal:house","WA04","C","F",-0.958,NA,29,"12676.27 USD",NA,NA,NA,NA
"pickard","ronald","200","VI","federal:house","VI01","C","M",1.385,NA,14,"19682.76 USD",NA,NA,NA,NA
"riley","paul","100","VA","federal:house","VA05","C","M",-0.945,NA,3,"0 USD",NA,NA,NA,NA
"fallick wang","katrina","100","UT","federal:house","UT04","C","F",-0.964,NA,108,"11286.31 USD",NA,NA,NA,NA
"edwards","becky","200","UT","federal:house","UT02","C","F",-0.049,0.112,890,"1164367.06 USD",NA,NA,NA,NA
"torres","ann","200","TX","federal:house","TX34","C","F",1.496,NA,2,"0 USD",NA,NA,NA,NA
"kergosien","jason","200","TX","federal:house","TX26","O","M",1.427,NA,7,"4255.99 USD",NA,NA,NA,NA
"bausinger","melvin","100","TX","federal:house","TX23","C","M",-0.863,NA,10,"21605 USD",NA,NA,NA,NA
"gehrig","sebastian","100","TX","federal:house","TX12","O","M",-1.048,NA,9,"0 USD",NA,NA,NA,NA
"medley","stefan","328","TX","federal:house","TX10","C","M",-0.259,NA,2,"2274.34 USD",NA,NA,NA,NA
"mobeen","noor","100","TX","federal:house","TX07","C","F",0.252,NA,3,"0 USD",NA,NA,NA,NA
"filler","peter","100","TX","federal:house","TX02","C","M",-0.778,NA,40,"8114.5 USD",NA,NA,NA,NA
"bergman","lore","100","TN","federal:house","TN06","O","F",-1.087,NA,82,"9791.55 USD",NA,NA,NA,NA
"lapides","bennett","100","TN","federal:house","TN01","C","M",-0.885,-1.08,11,"0 USD",NA,NA,NA,NA
"stamper","zachary","100","TN","federal:house","TN01","C","M",-1.135,NA,6,"0 USD",NA,NA,NA,NA
"best","bryon","100","SC","federal:house","SC03","O","M",-1.051,NA,644,"46624.47 USD",NA,NA,NA,NA
"robinson","roger","100","SC","federal:house","SC02","C","M",-1.04,NA,165,"13806.7 USD",NA,NA,NA,NA
"corvi","steven","200","RI","federal:house","RI02","C","M",1.075,NA,16,"5619.55 USD",NA,NA,NA,NA
"biah","nathan","100","RI","federal:house","RI01","O","M",-1.126,-1,187,"1030 USD",NA,NA,NA,NA
"johnson","ron","328","PA","federal:house","PA64","C","M",1.526,NA,5,"0 USD",NA,NA,NA,NA
"vecchio","philip","100","PA","federal:house","PA14","C","M",-0.89,NA,14,"0 USD",NA,NA,NA,NA
"lee","padraic","100","PA","federal:house","PA13","C","M",-1.099,NA,2,"0 USD",NA,NA,NA,NA
"gordon","tracey","100","PA","federal:house","PA03","C","F",-1.162,NA,19,"0 USD",NA,NA,NA,NA
"feintech","sonja","328","OR","federal:house","OR05","C","F",1.047,NA,2,"4654 USD",NA,NA,NA,NA
"beebe","jason","200","OR","federal:house","OR02","C","M",1.486,NA,10,"0 USD",NA,NA,NA,NA
"casgraux moore","courtney","100","OR","federal:house","OR01","C","F",-0.608,NA,21,"0 USD",NA,NA,NA,NA
"wade","brandon","100","OK","federal:house","OK02","C","M",-0.997,NA,70,"12959.33 USD",NA,NA,NA,NA
"simmons","landry","200","OH","federal:house","OH11","C","M",1.473,NA,2,"0 USD",NA,NA,NA,NA
"wessels","hermann","100","OH","federal:house","OH02","O","M",-1.025,NA,11,"0 USD",NA,NA,NA,NA
"rinaldi","jonathan","200","NY","federal:house","NY14","C","M",1.617,NA,4,"0 USD",NA,NA,NA,NA
"dodenhoff","alexander","200","NY","federal:house","NY10","C","M",0.865,NA,10,"7331.71 USD",NA,NA,NA,NA
"behar","steve","100","NY","federal:house","NY03","O","M",-1.015,NA,31,"0 USD",NA,NA,NA,NA
"shultz","deshan","100","NV","federal:house","NV04","C","M",-1.079,NA,12,"0 USD",NA,NA,NA,NA
"khairullah","mohamed","100","NJ","federal:house","NJ09","C","M",-0.906,NA,675,"404620.21 USD",NA,NA,NA,NA
"faccone","michael","200","NJ","federal:house","NJ03","O","M",1.626,NA,2,"0 USD",NA,NA,NA,NA
"whitelock","nicholas","200","NJ","federal:house","NJ01","C","M",1.463,NA,16,"0 USD",NA,NA,NA,NA
"crane","elenore","200","NH","federal:house","NH02","O","F",-0.577,NA,10,"0 USD",NA,NA,NA,NA
"pierce","frank","100","NC","federal:house","NC13","O","M",-0.98,NA,265,"37167.56 USD",NA,NA,NA,NA
"dues","justin","100","NC","federal:house","NC08","O","M",-0.939,NA,41,"0 USD",NA,NA,NA,NA
"pridgen","marlando","100","NC","federal:house","NC07","C","M",-0.902,NA,73,"0 USD",NA,NA,NA,NA
"morales","robert","200","NC","federal:house","NC02","C","M",1.438,NA,6,"0 USD",NA,NA,NA,NA
"stevenson","eric","200","NC","federal:house","NC13","O","M",0.724,NA,27,"0 USD",NA,NA,NA,NA
"heithold","grant","200","MO","federal:house","MO08","C","M",1.637,NA,7,"19230.17 USD",NA,NA,NA,NA
"kiehne","john","100","MO","federal:house","MO02","C","M",-1.052,NA,97,"0 USD",NA,NA,NA,NA
"reeves","jay","100","MN","federal:house","MN06","C","M",-1.174,NA,13,"0 USD",NA,NA,NA,NA
"kinniebrew","royce","100","MI","federal:house","MI12","C","M",-0.794,NA,174,"0 USD",NA,NA,NA,NA
"clark","curtis","200","MI","federal:house","MI04","C","M",1.537,NA,4,"0 USD",NA,NA,NA,NA
"riley","cheryl","200","MD","federal:house","MD08","C","F",1.491,NA,11,"13872.24 USD",NA,NA,NA,NA
"wilks","altimont","100","MD","federal:house","MD06","O","U",-1.098,NA,7,"3375 USD",NA,NA,NA,NA
"libber","matt","100","MD","federal:house","MD03","O","M",-0.25,NA,15,"3171.38 USD",NA,NA,NA,NA
"govatsos","james","200","MA","federal:house","MA08","C","M",0.165,NA,3,"3412.27 USD",NA,NA,NA,NA
"guillory","elbert","200","LA","federal:house","LA06","C","M",1.65,1.581,7819,"385702.96 USD",NA,NA,NA,NA
"summerlin","sadi","100","LA","federal:house","LA03","C","F",-0.932,NA,154,"9707.25 USD",NA,NA,NA,NA
"dugas","lee","100","LA","federal:house","LA01","C","M",-1.012,-0.572,13,"0 USD",NA,NA,NA,NA
"doty","hugh","200","IN","federal:house","IN09","C","M",1.315,NA,13,"0 USD",NA,NA,NA,NA
"hurt","erik","100","IN","federal:house","IN08","O","M",-1.109,NA,117,"23916.9 USD",NA,NA,NA,NA
"schmitz","john","200","IN","federal:house","IN07","C","M",1.691,NA,62,"78009.71 USD",NA,NA,NA,NA
"girn","rimpi","100","IN","federal:house","IN04","C","U",-1.215,-1.03,72,"42164.2 USD",NA,NA,NA,NA
"booras","john","200","IL","federal:house","IL03","C","M",1.56,NA,12,"38596.8 USD",NA,NA,NA,NA
"farmer","luke","200","GA","federal:house","GA14","C","M",-1.431,NA,2,"0 USD",NA,NA,NA,NA
"johnson","brian","100","GA","federal:house","GA13","C","M",-0.251,NA,7,"0 USD",NA,NA,NA,NA
"jackson","daniel","100","GA","federal:house","GA12","C","M",-1.081,NA,131,"0 USD",NA,NA,NA,NA
"fugate","demetrius","200","FL","federal:house","FL22","C","M",1.226,NA,22,"0 USD",NA,NA,NA,NA
"owen","peter","100","FL","federal:house","FL13","C","M",-1.053,NA,77,"2993.24 USD",NA,NA,NA,NA
"boulin romain","jacqueline","100","FL","federal:house","FL05","C","F",-1.042,NA,6,"0 USD",NA,NA,NA,NA
"bailey","huy","100","FL","federal:house","FL02","C","M",-1.034,NA,322,"46560.07 USD",NA,NA,NA,NA
"alexander","myrtle","200","DC","federal:house","DC01","C","F",1.124,NA,22,"0 USD",NA,NA,NA,NA
"miressi","dan","200","CT","federal:house","CT04","C","M",1.389,NA,4,"1084.92 USD",NA,NA,NA,NA
"irizarry","rafael","200","CT","federal:house","CT03","C","M",1.118,NA,5,"449.99 USD",NA,NA,NA,NA
"bailey","mariel","200","CO","federal:house","CO04","O","F",0.839,NA,14,"0 USD",NA,NA,NA,NA
"carmichael","adam","100","CA","federal:house","CA37","C","M",0.884,NA,4,"0 USD",NA,NA,NA,NA
"ahuja","christopher","100","CA","federal:house","CA32","C","M",-1.028,NA,67,"0 USD",NA,NA,NA,NA
"sawchuk","eric","200","CA","federal:house","CA30","O","M",1.704,NA,3,"1376.17 USD",NA,NA,NA,NA
"lucero","robert","200","CA","federal:house","CA28","C","M",NA,NA,9,"0 USD",NA,NA,NA,NA
"kifle","luele","100","CA","federal:house","CA18","C","U",-1.072,NA,21,"0 USD",NA,NA,NA,NA
"ingram","denard","100","CA","federal:house","CA12","O","M",-1.103,NA,7,"0 USD",NA,NA,NA,NA
"silva","thomas","200","CA","federal:house","CA07","C","M",1.744,NA,5,"5551.5 USD",NA,NA,NA,NA
"kangas","jolian","328","CA","federal:house","CA02","C","U",-1.016,NA,7,"0 USD",NA,NA,NA,NA
"busby","brady","328","AZ","federal:house","AZ20","C","M",0.314,NA,7,"2877 USD",NA,NA,NA,NA
"greene placentia","bernadette","100","AZ","federal:house","AZ08","O","F",-0.824,NA,38,"0 USD",NA,NA,NA,NA
"jaramillo","hector","100","AZ","federal:house","AZ03","O","M",-1.168,NA,36,"0 USD",NA,NA,NA,NA
"glasgow","robert","100","AZ","federal:house","AZ01","C","M",-1.056,NA,5,"0 USD",NA,NA,NA,NA
"thomas","belinda","200","AL","federal:house","AL02","C","F",1.168,NA,15,"0 USD",NA,NA,NA,NA
"knudsen","brett","100","WI","federal:house","WI03","O","M",NA,-0.999,5,"0 USD",NA,NA,NA,NA
"hennrich","brent","100","WA","federal:house","WA03","C","M",-1.174,-1.07,1025,"498.08 USD",NA,NA,NA,NA
"sturdifen","dale","200","VA","federal:house","VA04","C","M",0.612,NA,12,"4925 USD",NA,NA,NA,NA
"tristan","anthony","100","TX","federal:house","TX27","C","M",-1.304,-1.309,6,"4785.64 USD",NA,NA,NA,NA
"rector","christopher","100","TX","federal:house","TX25","C","M",-0.298,NA,6,"0 USD",NA,NA,NA,NA
"ivanovskis","jeremy","200","TX","federal:house","TX03","C","M",0.032,0.512,5,"4980.35 USD",NA,NA,NA,NA
"fairlcoth","roy","100","TN","federal:house","TN06","O","M",-1.002,NA,23,"0 USD",NA,NA,NA,NA
"waldman","amanda","100","PA","federal:house","PA09","C","F",-1.026,-0.966,311,"16955.9 USD",NA,NA,NA,NA
"yetter","joseph","100","OR","federal:house","OR02","C","M",-1.114,-1.009,273,"0 USD",NA,NA,NA,NA
"khalfani","akil","100","NJ","federal:house","NJ10","C","M",-0.939,NA,37,"0 USD",NA,NA,NA,NA
"green","curtis","100","NJ","federal:house","NJ02","C","M",-1.029,NA,41,"0 USD",NA,NA,NA,NA
"weaver","john","200","NE","federal:house","NE01","C","M",1.364,NA,209,"0 USD",NA,NA,NA,NA
"austin","kyle","200","MT","federal:house","MT02","O","M",1.556,1.501,18,"4550 USD",NA,NA,NA,NA
"watson","annette","200","MN","federal:house","MN07","C","F",1.823,NA,5,"4312.37 USD",NA,NA,NA,NA
"hooper","james","200","MI","federal:house","MI12","C","M",1.427,1.523,13,"13451.35 USD",NA,NA,NA,NA
"lehman","matthew","100","KY","federal:house","KY04","C","M",-0.867,-0.766,777,"2807.49 USD",NA,NA,NA,NA
"calkins","aaron","100","IN","federal:house","IN03","C","M",NA,NA,4,"0 USD",NA,NA,NA,NA
"koppie","chad","200","IL","federal:house","IL07","C","M",1.561,1.629,5,"0 USD",NA,NA,NA,NA
"baker","mark","100","GA","federal:house","GA13","C","M",-0.863,-0.881,116,"0 USD",NA,NA,NA,NA
"chavez","jonathan","200","GA","federal:house","GA13","C","M",1.494,1.476,16,"0 USD",NA,NA,NA,NA
"polo","frank","200","FL","federal:house","FL27","C","M",1.514,NA,44,"510.25 USD",NA,NA,NA,NA
"holness","dale","100","FL","federal:house","FL20","C","M",-0.666,-0.569,896,"0 USD",NA,NA,NA,NA
"bradley","christopher","100","FL","federal:house","FL14","C","M",NA,1.864,8,"10105 USD",NA,NA,NA,NA
"avion","orlondo","100","CO","federal:house","CO05","O","M",-1.067,NA,3,"0 USD",NA,NA,NA,NA
"dawson","marshall","200","CO","federal:house","CO02","C","M",1.813,1.741,36,"8672.97 USD",NA,NA,NA,NA
"fedalizo","baltazar","200","CA","federal:house","CA37","C","M",1.41,NA,11,"0 USD",NA,NA,NA,NA
"hakami","ariana","200","CA","federal:house","CA36","C","F",NA,1.345,10,"3830 USD",NA,NA,NA,NA
"dewell","ben","100","CA","federal:house","CA20","C","M",-1.102,-1.119,24,"2230.72 USD",NA,NA,NA,NA
"slauson","stephen","200","CA","federal:house","CA12","O","M",NA,1.102,8,"0 USD",NA,NA,NA,NA
"semenenko","max","200","CA","federal:house","CA07","C","M",1.423,1.423,37,"960 USD",NA,NA,NA,NA
"engdahl","andrew","100","CA","federal:house","CA04","C","M",-0.823,-0.819,29,"1587.46 USD",NA,NA,NA,NA
"lucier","david","100","AZ","federal:house","AZ09","C","M",-1.121,-0.967,288,"0 USD",NA,NA,NA,NA
"watson","eugene","100","WV","federal:house","WV03","C","M",-1.061,NA,166,"0 USD",NA,NA,NA,NA
"chartrand","derek","200","WA","federal:house","WA01","C","M",0.077,0.082,50,"3981.01 USD",NA,NA,NA,NA
"foster","russell","100","TX","federal:house","TX04","C","M",NA,NA,272,"0 USD",NA,NA,NA,NA
"snow","salem","100","PA","federal:house","PA02","C","M",-1.076,NA,422,"2215 USD",NA,NA,NA,NA
"wyman","robert","100","NY","federal:house","NY10","C","M",NA,-1.004,4,"0 USD",NA,NA,NA,NA
"hsu","john","100","NJ","federal:house","NJ06","C","M",-0.719,-1.002,50,"6182.86 USD",NA,NA,NA,NA
"wilkinson","brandon","200","MO","federal:house","MO03","O","M",1.467,1.646,58,"0 USD",NA,NA,NA,NA
"snyder","nicolette","200","MI","federal:house","MI08","C","F",1.415,NA,333,"0 USD",NA,NA,NA,NA
"dorris","dale","100","IN","federal:house","IN09","C","M",-1.097,-1.131,54,"0 USD",NA,NA,NA,NA
"griggs","joyce","100","GA","federal:house","GA01","C","F",-1.114,-0.986,364,"788 USD",NA,NA,NA,NA
"walls windhauser","angela","200","FL","federal:house","FL01","O","F",1.483,NA,2,"0 USD",NA,NA,NA,NA
"hamilton","tamika","200","CA","federal:house","CA06","C","F",NA,1.405,4365,"1534.22 USD",NA,NA,NA,NA
"kennedy","mike","200","UT","federal:senate","UTS18","O","M",1.208,1.366,2190,"0 USD",NA,NA,NA,NA
"james","john","200","MI","federal:senate","MIS20","C","M",1.419,1.02,163748,"134570.59 USD",NA,NA,NA,NA
"shelby","richard","200","AL","federal:senate","ALS22","I","M",0.804,0.663,13195,"14315.74 USD",NA,NA,NA,NA
"keough","steve","100","TX","federal:senate","TXS24","C","M",-1.081,NA,44,"28692.87 USD",NA,NA,NA,NA
"peckarsky","peter","100","WI","federal:senate","WIS22","C","M",-0.959,-0.905,78,"2202.9 USD",NA,NA,NA,NA
"smiley","tiffany","200","WA","federal:senate","WAS22","C","F",1.505,1.585,63012,"943567.78 USD",NA,NA,NA,NA
"isom","ally","200","UT","federal:senate","UTS22","C","F",0.568,NA,619,"105.57 USD",NA,NA,NA,NA
"bengs","brian","100","SD","federal:senate","SDS22","C","M",-1.081,-1.013,4088,"2835.34 USD",NA,NA,NA,NA
"oz","mehmet","200","PA","federal:senate","PAS22","O","M",1.542,1.553,109469,"663085.61 USD",NA,NA,NA,NA
"arkoosh","valerie","100","PA","federal:senate","PAS22","O","F",NA,-0.889,6728,"10653 USD",NA,NA,NA,NA
"kenyatta","malcolm","100","PA","federal:senate","PAS22","O","M",-0.977,-0.846,16194,"0 USD",NA,NA,NA,NA
"baker","dennis","100","OK","federal:senate","OKS22","C","M",-1.001,-1.007,4694,"10.48 USD",NA,NA,NA,NA
"ryan","timothy","100","OH","federal:senate","OHS22","O","M",-0.823,-0.638,308859,"52216.27 USD",NA,NA,NA,NA
"mandel","joshua","200","OH","federal:senate","OHS22","O","M",1.724,1.024,23100,"20613.2 USD",NA,NA,NA,NA
"hockstedler","william","200","NV","federal:senate","NVS22","C","M",1.47,1.524,10,"1050 USD",NA,NA,NA,NA
"mansharamani","vikram","200","NH","federal:senate","NHS22","C","M",0.861,0.947,418,"539918.85 USD",NA,NA,NA,NA
"heitkamp","heidi","100","ND","federal:senate","NDS18","I","F",-0.773,-0.847,224677,"27653.76 USD",NA,NA,NA,NA
"jackson","jeff","100","NC","federal:senate","NCS22","O","M",-0.972,-0.839,29567,"891839.08 USD",NA,NA,NA,NA
"hartzler","vicky","200","MO","federal:senate","MOS22","O","F",1.532,1.397,7116,"9817.91 USD",NA,NA,NA,NA
"thormann","john","200","MD","federal:senate","MDS22","C","M",1.209,1.468,14,"0 USD",NA,NA,NA,NA
"gao","ruth","100","KY","federal:senate","KYS22","C","F",NA,-1.043,94,"336 USD",NA,NA,NA,NA
"roth","david","100","ID","federal:senate","IDS22","C","M",-1.039,-1.004,1447,"0 USD",NA,NA,NA,NA
"finkenauer","abby","100","IA","federal:senate","IAS22","C","F",-1.064,-0.797,36285,"86850.99 USD",NA,NA,NA,NA
"walker","herschel","200","GA","federal:senate","GAS22","C","M",1.566,NA,421847,"1071890.77 USD",NA,NA,NA,NA
"demings","val","100","FL","federal:senate","FLS22","C","M",NA,-0.775,568851,"296949.88 USD",NA,NA,NA,NA
"ellison","allen","100","FL","federal:senate","FLS22","C","M",-1.122,-1.056,1841,"0 USD",NA,NA,NA,NA
"odea","joseph","200","CO","federal:senate","COS22","C","M",1.57,NA,8014,"-1686.1 USD",NA,NA,NA,NA
"yu","peter","200","CO","federal:senate","COS22","C","M",1.875,1.764,96,"0 USD",NA,NA,NA,NA
"lucero","robert","200","CA","federal:senate","CAS22","C","M",NA,NA,9,"0 USD",NA,NA,NA,NA
"masters","blake","200","AZ","federal:senate","AZS22","C","M",1.524,1.587,43191,"3234.75 USD",NA,NA,NA,NA
"lamon","jim","200","AZ","federal:senate","AZS22","C","M",NA,1.415,1888,"16102.99 USD",NA,NA,NA,NA
"boyd","willie","100","AL","federal:senate","ALS22","O","M",-0.838,-0.74,392,"255.15 USD",NA,NA,NA,NA
"bell","robert","100","TX","federal:senate","TXS20","C","M",NA,-0.519,683,"14550 USD",NA,NA,NA,NA
"portman","rob","200","OH","federal:senate","OHS22","I","M",NA,0.53,21788,"184205.25 USD",NA,NA,NA,NA
"smith","sandy","200","NC","federal:senate","NCS20","C","F",1.497,1.565,2288,"948026.71 USD",NA,NA,NA,NA
"mcgrath","amy","100","KY","federal:senate","KYS20","C","F",-1.074,-0.969,785350,"458815.13 USD",NA,NA,NA,NA
"demartino","james","200","DE","federal:senate","DES20","C","M",NA,1.602,127,"0 USD",NA,NA,NA,NA
"byrne","bradley","200","AL","federal:senate","ALS20","C","M",NA,1.126,8014,"0 USD",NA,NA,NA,NA
"sanders","bernard","100","00","federal:president","PRES","C","M",-1.143,-0.889,2610036,"612.37 USD",NA,NA,NA,NA
"segal","jerome","100","00","federal:president","PRES","C","M",-1.125,NA,6,"9059 USD",NA,NA,NA,NA
"weld","william","200","00","federal:president","PRES","C","M",NA,-0.692,1484,"1387.5 USD",NA,NA,NA,NA
"buttigieg","pete","100","00","federal:president","PRES","C","M",-1.046,NA,582820,"0 USD",NA,NA,NA,NA
"lucas","conrad","200","WV","federal:house","WV03","O","M",-0.62,1.237,131,"0 USD",NA,NA,NA,NA
"ryan","paul","200","WI","federal:house","WI01","I","M",0.31,1.284,83808,"8529.98 USD",NA,NA,NA,NA
"luria","elaine","100","VA","federal:house","VA02","I","F",NA,-0.777,31796,"59441.79 USD",NA,NA,NA,NA
"taylor","nicholas","200","TX","federal:house","TX03","I","M",1.379,1.291,5213,"0 USD",NA,NA,NA,NA
"stivers","steve","200","OH","federal:house","OH15","I","M",NA,0.939,6893,"2000 USD",NA,NA,NA,NA
"patel","suraj","100","NY","federal:house","NY12","C","M",-0.494,-0.49,3364,"29500 USD",NA,NA,NA,NA
"malinowski","tom","100","NJ","federal:house","NJ07","I","M",-1.017,-0.983,21400,"197978.07 USD",NA,NA,NA,NA
"manning","kathy","100","NC","federal:house","NC06","I","F",-0.436,-0.814,8142,"785012.57 USD",NA,NA,NA,NA
"martin","henry","100","MO","federal:house","MO06","C","M",-1.11,-1.006,882,"0 USD",NA,NA,NA,NA
"bennett","douglas","200","IL","federal:house","IL10","C","M",1.419,1.295,111,"12000 USD",NA,NA,NA,NA
"finkenauer","abby","100","IA","federal:house","IA01","I","F",-1.064,-0.797,36285,"0 USD",NA,NA,NA,NA
"baer","lauren","100","FL","federal:house","FL18","C","F",-1.048,-0.909,7425,"0 USD",NA,NA,NA,NA
"taddeo","annette","100","FL","federal:house","FL27","C","F",-1.065,-0.654,9494,"1000 USD",NA,NA,NA,NA
"maryott","brian","200","CA","federal:house","CA49","C","M",1.47,1.385,5258,"1448566.83 USD",NA,NA,NA,NA
"ahn","robert","100","CA","federal:house","CA34","O","M",NA,-0.56,1128,"0 USD",NA,NA,NA,NA
"nunes","devin","200","CA","federal:house","CA22","I","M",1.435,1.347,87656,"2875984.7 USD",NA,NA,NA,NA
"neighbors","ricky","100","AL","federal:house","AL04","C","M",-1.088,-0.964,189,"3430.31 USD",NA,NA,NA,NA
"mceachin","aston","100","VA","federal:house","VA04","I","M",-1.193,-0.777,4123,"228 USD",NA,NA,NA,NA
"faso","john","200","NY","federal:house","NY19","I","M",1.125,0.931,10463,"40643.11 USD",NA,NA,NA,NA
"budd","theodore","200","NC","federal:house","NC13","I","M",1.475,1.46,41986,"2111873.54 USD",NA,NA,NA,NA
"yarmuth","john","100","KY","federal:house","KY03","I","M",-1.111,-0.637,3347,"233.01 USD",NA,NA,NA,NA
"hollingsworth","trey","200","IN","federal:house","IN09","I","M",NA,1.05,1217,"0 USD",NA,NA,NA,NA
"lynn","eric","100","FL","federal:house","FL13","O","M",-0.941,-0.678,4883,"27134.1 USD",NA,NA,NA,NA
"navarro","omar","200","CA","federal:house","CA43","C","M",1.552,1.556,2484,"100 USD",NA,NA,NA,NA
"basler","douglas","200","WA","federal:house","WA09","C","M",NA,1.479,101,"0 USD",NA,NA,NA,NA
"katko","john","200","NY","federal:house","NY24","O","M",NA,0.884,6199,"4538.94 USD",NA,NA,NA,NA
"daughtry","kelly","200","NC","federal:house","NC13","O","F",1.081,1.045,305,"4507302.43 USD",NA,NA,NA,NA
"young","david","200","IA","federal:house","IA03","C","M",NA,1.318,5351,"11000 USD",NA,NA,NA,NA
"rab","aejaz","100","CA","federal:house","CA32","C","U",-0.257,-0.537,54,"125 USD",NA,NA,NA,NA
"larkin","matt","200","WA","federal:house","WA08","C","M",1.528,1.419,1595,"2009.94 USD",NA,NA,NA,NA
"clifford","sianay","100","VT","federal:house","VT01","O","M",-1.257,-1.167,167,"0 USD",NA,NA,NA,NA
"vega","yesli","200","VA","federal:house","VA07","C","U",1.522,1.333,6557,"4397.64 USD",NA,NA,NA,NA
"parker","andy","100","VA","federal:house","VA05","C","M",-0.993,-0.968,1812,"0 USD",NA,NA,NA,NA
"lowe","kimberly","200","VA","federal:house","VA09","C","F",1.502,1.605,36,"0 USD",NA,NA,NA,NA
"mitchell","nicholas","100","UT","federal:house","UT02","C","M",-0.998,-0.995,267,"0 USD",NA,NA,NA,NA
"caraway","barbara","100","TX","federal:house","TX30","O","F",0.231,0.194,562,"1092.74 USD",NA,NA,NA,NA
"perez","maclovio","100","TX","federal:house","TX27","C","M",-1.082,-0.959,48,"0 USD",NA,NA,NA,NA
"lira","john","100","TX","federal:house","TX23","C","M",NA,-0.954,2970,"12864.52 USD",NA,NA,NA,NA
