"geoid","party_dem","party_npp","party_rep","voters_gender_m","voters_gender_f","voters_gender_unknkown","commercialdatall_gun_owner","commercialdatall_home_owner_or_renter_likely_homeowner","commercialdatall_home_owner_or_renter_likely_renter","commercialdata_upscalebuyerinhome_avg","commercialdata_familymagazineinhome_avg","commercialdata_femaleorientedmagazineinhome_avg","commercialdata_financialmagazineinhome_avg","commercialdata_gardeningmagazineinhome_avg","commercialdata_healthfitnessmagazineinhome_avg"
360010142035015,1,0,0,1,0,0,0,1,0,NA,3,NA,NA,NA,2
360650242003012,4,5,15,13,15,0,10,19,0,NA,1,NA,NA,NA,1
360594096002012,24,16,40,40,45,0,16,45,15,NA,2,1,2,1,2
360210010004074,1,1,4,4,5,0,0,3,4,NA,NA,NA,NA,NA,1
360894905003048,0,0,4,2,2,0,0,1,0,NA,NA,NA,NA,NA,NA
361190071003001,9,3,8,10,10,0,2,17,0,NA,1,NA,NA,NA,1
360870108031006,24,15,5,24,22,0,11,35,1,NA,1,NA,NA,1,1
361019620002023,0,1,5,4,2,0,1,1,0,NA,1,NA,NA,1,3
361031585083011,30,31,38,54,53,0,11,53,26,1,1,1,1,1,1
360670165011013,7,21,29,39,31,0,9,51,4,1,1,1,2,1,1
360130370001027,12,26,25,33,33,0,17,51,0,3,1,1,1,2,4
361031907044013,7,1,3,4,8,0,0,5,3,NA,1,NA,NA,NA,NA
360039505003085,0,0,2,1,1,0,0,2,0,NA,NA,NA,NA,NA,NA
361119542001021,24,16,13,35,25,0,13,32,13,1,2,1,1,1,2
360830526011019,1,3,5,5,7,0,0,6,0,NA,NA,NA,NA,NA,2
360979504002002,1,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA
360610136005005,29,17,14,30,32,0,8,4,50,1,1,1,2,NA,1
360690503023000,9,16,15,23,19,0,12,29,4,1,2,1,1,1,1
360610160022000,481,180,62,314,426,0,14,0,740,1,1,1,1,1,2
361031237011008,17,17,6,23,21,0,5,24,12,NA,1,1,2,NA,1
361032010015005,73,49,29,88,79,0,15,67,46,NA,1,1,1,2,1
360130372002001,4,4,5,8,5,0,3,5,4,NA,NA,NA,NA,NA,3
360650256001007,0,1,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA
360259713001174,2,0,1,1,2,0,0,0,3,NA,NA,NA,NA,NA,NA
360530305012056,11,0,8,8,12,0,7,17,1,NA,3,NA,1,1,1
360810991005004,9,8,7,17,8,1,2,8,14,NA,1,1,3,NA,3
360810044011012,81,24,10,56,63,0,4,4,111,NA,1,1,1,NA,3
360810243002007,24,7,8,17,26,0,6,12,23,NA,1,NA,1,NA,1
360290165001057,2,0,2,2,2,0,0,0,4,NA,NA,1,NA,NA,3
360550094002001,1,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA
361231502001097,2,1,5,4,4,0,0,4,0,NA,3,NA,2,NA,4
360050069004000,673,129,28,335,507,0,16,1,841,NA,1,1,2,1,1
361019610003050,0,0,1,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA
360130302001014,24,4,17,19,26,0,8,31,8,1,1,NA,2,1,3
360179706022017,7,3,2,5,7,0,1,7,5,NA,1,NA,1,4,5
361019613003088,1,0,0,1,0,0,1,0,1,NA,NA,NA,NA,NA,NA
360595190004009,7,1,8,9,7,0,5,7,6,NA,1,1,NA,NA,NA
360630243011025,3,0,0,2,1,0,0,2,0,NA,1,NA,NA,NA,1
360910616002007,13,13,10,19,19,0,9,35,0,NA,2,1,1,1,2
360594165003006,138,40,29,85,128,0,11,29,168,NA,1,1,3,1,2
360775903004084,1,1,0,1,1,0,1,2,0,NA,NA,NA,1,NA,1
360510302021068,6,10,14,17,15,0,6,27,0,NA,2,1,NA,1,1
360595191001013,33,11,16,25,37,0,4,37,13,NA,1,NA,NA,NA,1
360150110002023,0,1,2,3,2,0,0,4,0,NA,NA,NA,2,2,NA
360810276001001,2,1,0,2,1,0,0,0,0,NA,NA,NA,NA,NA,NA
360610041005002,60,31,7,54,47,0,1,6,93,NA,4,NA,NA,NA,1
361190113004009,15,5,5,12,14,0,1,0,26,NA,1,NA,NA,NA,1
360594147003027,16,12,16,25,21,0,9,29,8,NA,1,NA,4,NA,1
361031587044008,32,11,7,25,27,0,1,25,17,NA,1,1,NA,NA,1
360650250023005,8,4,7,9,11,0,2,15,3,NA,1,NA,NA,1,2
360750206001036,0,1,0,0,1,0,0,1,0,NA,NA,NA,NA,1,2
360050052001001,5,1,0,6,0,0,0,0,6,NA,NA,NA,NA,NA,NA
360099603004005,6,4,4,7,7,0,0,9,0,NA,1,2,NA,NA,2
360130375003052,8,8,17,21,17,0,7,24,0,NA,1,1,NA,1,2
360130369012068,4,1,4,9,3,0,3,7,0,NA,NA,NA,3,1,1
361170211003012,1,2,6,3,8,0,5,7,3,NA,2,NA,NA,NA,2
360910607022029,0,1,4,2,4,0,1,6,0,NA,2,1,1,1,1
360593032024004,15,22,12,26,24,0,4,18,16,NA,2,1,2,1,2
361031595093014,5,3,6,8,10,0,2,6,4,NA,NA,NA,NA,NA,NA
360050430001002,121,22,3,70,81,0,5,12,122,NA,1,1,2,NA,2
360290079043001,29,11,39,39,46,0,9,64,4,NA,1,1,2,1,2
360594072013001,80,32,16,51,79,0,2,3,119,NA,1,NA,4,NA,1
360690510002013,16,9,11,17,21,0,3,15,9,NA,2,NA,1,2,2
360539404011003,9,13,5,15,14,0,2,15,0,NA,NA,NA,NA,NA,1
360630202003026,9,1,0,7,4,0,1,4,0,NA,NA,NA,NA,NA,NA
361031594061005,9,11,6,11,16,0,3,12,0,3,2,1,1,NA,2
360010139021008,19,2,3,11,13,0,3,15,9,NA,1,NA,1,NA,1
360510302022099,4,5,12,9,13,0,5,14,1,NA,2,NA,1,NA,3
361219706006017,0,0,2,2,0,0,2,2,0,NA,NA,NA,NA,NA,5
360690504005013,4,3,5,6,6,0,0,12,0,NA,1,NA,1,NA,3
360670140002010,6,9,10,13,14,0,4,19,1,NA,1,NA,NA,3,3
360110409001018,0,1,1,1,2,0,0,2,0,NA,1,NA,NA,NA,2
360179706014036,2,5,12,9,10,0,1,14,2,1,2,NA,1,1,3
361190065002004,40,13,8,32,31,0,5,40,10,NA,1,1,3,2,3
360593035006009,0,2,0,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA
361130710003003,1,0,3,3,1,0,1,1,0,NA,NA,NA,NA,NA,NA
360650257002018,0,0,2,1,1,0,2,2,0,NA,2,NA,3,1,3
360010003004012,7,1,0,5,4,0,0,2,4,NA,2,NA,NA,NA,4
360775909002003,0,0,4,4,2,0,2,5,0,NA,1,NA,NA,NA,1
360010138017026,8,12,14,20,15,0,5,24,3,NA,1,NA,NA,3,1
360594115001018,5,7,10,10,13,0,4,14,4,NA,NA,NA,NA,1,NA
361190131032009,15,2,3,11,9,0,0,10,3,NA,1,1,2,NA,3
360830409003028,0,1,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA
360539404013018,0,7,0,4,3,0,0,6,0,NA,1,NA,NA,NA,1
361130709003036,8,10,4,10,14,0,11,13,3,NA,1,NA,1,NA,2
361019617003008,1,0,1,1,1,0,0,1,0,NA,3,1,NA,3,5
360750201003075,0,0,3,2,1,0,0,3,0,NA,NA,NA,NA,NA,NA
360710146005023,25,13,5,26,22,0,2,37,4,3,1,1,3,3,3
360070123004016,2,2,3,5,5,0,4,7,0,NA,1,1,NA,NA,1
361031234024000,6,3,2,8,6,0,0,5,2,NA,NA,NA,NA,NA,NA
360070132012019,3,2,14,10,13,0,8,18,0,1,1,1,3,NA,2
360050264003002,49,20,23,41,52,0,6,12,73,NA,1,1,1,NA,2
360039504003116,8,5,20,18,15,0,9,21,0,1,2,1,1,1,2
360270802022012,0,0,1,1,1,0,0,1,0,NA,NA,NA,NA,NA,NA
360470035001001,82,19,5,55,55,0,4,14,90,NA,1,NA,1,2,2
361090018001009,16,7,8,18,16,0,2,5,10,1,2,NA,1,1,3
360811141002008,24,15,22,28,41,0,12,28,28,NA,1,1,4,1,3
360870109012010,16,30,32,46,36,0,15,33,15,NA,NA,NA,2,1,1
360550138004004,25,16,9,18,40,0,4,39,4,NA,1,1,2,3,1
361032009025053,14,3,4,11,10,0,3,13,1,NA,NA,1,NA,1,3
360910611006006,21,15,6,18,24,0,5,17,10,NA,1,NA,NA,NA,1
360850303012016,32,16,24,32,41,0,8,30,29,NA,1,1,1,NA,1
360670166001007,6,3,24,21,13,0,7,27,1,NA,1,1,4,1,3
361231505002098,0,0,1,1,0,0,0,0,0,NA,2,NA,2,NA,4
360775905001060,2,1,2,2,3,0,0,0,0,NA,NA,NA,NA,NA,NA
361190022023023,15,6,8,15,14,0,4,20,6,1,1,1,4,1,2
360850251002002,11,2,14,13,16,0,7,15,8,NA,NA,NA,NA,NA,1
360894910004000,11,1,4,10,9,0,5,12,6,NA,1,NA,NA,NA,1
361019615002093,7,5,12,13,12,0,6,21,0,NA,1,NA,2,NA,1
360130368003041,3,3,2,4,4,0,4,7,0,NA,1,NA,NA,NA,1
360690521002023,0,0,2,1,1,0,0,2,0,NA,1,1,NA,NA,2
360775914001000,2,1,5,5,5,0,0,2,0,NA,1,NA,NA,1,2
361190042003007,4,4,1,4,5,0,0,2,5,NA,NA,NA,1,NA,3
360191006003002,87,49,34,88,96,0,25,134,10,NA,1,1,1,1,2
360470527003001,90,19,4,45,69,0,2,0,114,NA,NA,NA,NA,NA,NA
360811215001006,61,20,9,44,50,0,1,29,55,NA,1,1,1,1,2
360450611005014,68,51,76,108,109,0,21,139,36,1,1,1,1,1,1
360593012005011,25,12,7,22,25,0,6,32,4,1,1,NA,2,2,1
361190078001007,27,30,6,38,31,0,2,2,64,NA,2,NA,4,NA,1
360870107011002,29,13,7,23,27,0,4,14,29,NA,1,1,1,NA,3
360290175012005,1,0,1,2,1,0,0,2,0,NA,NA,NA,NA,NA,NA
360130376002027,1,1,8,5,5,0,4,8,0,NA,1,NA,NA,NA,1
360450605002014,0,1,1,1,1,0,2,2,0,NA,NA,NA,NA,NA,NA
360710023002034,3,1,0,2,2,0,0,0,4,NA,NA,NA,NA,NA,NA
360610088001005,40,20,9,25,46,0,3,0,71,NA,1,NA,1,1,1
360510302013010,1,0,6,4,3,0,2,6,0,NA,NA,NA,NA,NA,3
361031117042003,29,30,35,39,58,0,24,71,4,1,1,1,2,NA,1
360790113002011,32,36,45,59,65,0,20,82,21,1,1,1,1,1,2
360290130011006,10,6,5,10,12,0,5,10,6,NA,1,1,NA,NA,2
361031462032005,24,10,17,25,29,0,4,30,10,NA,1,NA,NA,NA,2
360594141006022,21,4,0,12,16,0,2,17,8,NA,1,NA,NA,NA,1
361031466043007,5,16,14,20,18,0,6,20,9,NA,2,2,NA,NA,2
360850187023016,9,15,16,19,24,0,3,16,17,NA,2,NA,1,NA,2
360039505001038,4,1,8,5,8,0,3,3,4,NA,1,NA,1,NA,3
360910615002079,1,0,1,2,1,0,2,2,0,NA,2,1,1,2,9
360419504002015,0,2,7,5,5,0,1,5,0,NA,NA,NA,NA,NA,1
360710001001005,13,11,9,16,21,0,3,13,11,NA,1,NA,NA,NA,2
360179705001037,1,0,0,1,0,0,0,1,0,NA,1,NA,NA,NA,NA
360010140024005,9,3,3,7,8,0,2,1,10,NA,1,NA,1,NA,NA
360810522001007,83,15,0,36,63,0,2,18,70,NA,2,NA,NA,NA,2
360179709004016,0,0,2,1,1,0,1,2,0,NA,3,NA,1,NA,3
361119518001017,8,11,7,11,20,0,3,10,19,NA,1,1,NA,NA,2
360850181001000,135,36,59,102,135,0,9,1,232,1,1,1,1,1,3
360319607001022,2,2,4,3,5,0,4,8,0,NA,NA,NA,NA,1,2
360810437022002,150,37,12,97,106,0,3,8,188,NA,1,1,1,2,1
360550092002011,2,0,1,1,2,0,0,0,1,NA,NA,NA,NA,NA,NA
361031462051003,16,24,24,33,35,0,5,35,9,3,2,1,1,2,3
360259710001063,2,0,2,2,2,0,0,3,0,NA,NA,NA,NA,NA,NA
360670166002003,6,4,7,9,8,0,4,12,0,NA,3,1,1,2,4
360650255003062,0,1,1,0,2,0,0,1,0,NA,NA,NA,NA,NA,NA
360670004002005,21,16,7,28,21,0,1,19,9,NA,1,NA,1,1,2
360470636001003,69,31,31,60,76,0,19,64,46,NA,1,1,1,1,1
360130367001043,11,15,42,35,40,0,9,25,7,NA,1,1,2,1,2
360810907001008,21,13,8,17,26,0,0,13,28,NA,1,NA,3,1,1
361190042002018,34,6,4,18,26,0,4,11,23,NA,1,NA,NA,NA,1
360610049003001,152,46,21,108,122,0,3,18,194,1,1,NA,4,2,2
360179701004057,1,0,1,1,1,0,0,2,0,NA,NA,NA,NA,NA,NA
360550119024001,39,31,29,51,57,0,22,96,0,NA,1,1,1,2,1
360610194002000,265,72,11,168,194,0,9,43,311,1,1,1,1,NA,1
360811093003010,6,4,7,9,9,0,4,6,5,NA,1,NA,1,NA,1
360290131013006,16,13,9,22,20,0,5,15,9,NA,NA,1,1,NA,1
360650250031027,2,1,0,2,1,0,0,2,0,NA,NA,NA,NA,NA,NA
360850187023002,22,14,13,22,30,0,5,27,16,1,2,NA,1,NA,1
360610038002000,367,105,38,233,291,0,22,13,504,2,1,1,2,2,2
360179706024041,1,1,1,3,2,0,2,4,0,NA,1,NA,NA,NA,1
360750201004028,1,2,4,4,3,0,2,5,0,NA,NA,NA,NA,NA,1
361031581153007,23,23,25,38,43,0,12,44,19,NA,1,1,1,1,3
360550052001011,9,6,1,10,8,0,0,1,10,NA,NA,NA,NA,NA,NA
360450602002058,7,10,22,25,16,0,3,16,2,NA,NA,NA,1,NA,2
361031584082046,8,13,6,12,17,0,2,8,15,NA,1,2,NA,1,4
360379504005035,1,1,6,6,4,0,0,9,0,NA,1,2,3,2,2
360050123001002,241,47,7,121,179,0,0,0,300,1,1,NA,1,NA,2
361059521001019,2,2,4,3,5,0,0,0,8,NA,NA,NA,NA,NA,NA
360870102003009,18,10,6,22,16,0,6,22,10,NA,1,1,1,NA,3
361031475031036,24,20,57,47,61,0,6,57,14,NA,1,1,1,1,2
360099607024079,1,2,1,2,2,0,0,2,0,NA,NA,NA,NA,NA,NA
360999509004021,9,2,5,8,10,0,4,14,0,NA,1,NA,NA,1,2
360359714001021,9,5,4,10,11,0,6,13,0,1,1,NA,7,2,1
361031587111007,10,7,11,14,15,0,5,23,0,NA,2,NA,1,2,3
360470648001004,129,28,35,77,119,0,13,57,119,NA,1,1,2,1,2
360630245022015,19,22,29,44,38,0,9,42,12,NA,1,1,NA,1,1
360550139023018,22,12,6,20,25,0,2,3,33,NA,1,NA,2,NA,NA
360110412002058,12,6,3,9,13,0,2,19,0,NA,1,1,1,NA,2
360470400003000,101,51,32,93,99,0,6,20,150,NA,2,1,1,4,2
360630233003002,15,7,10,19,20,0,1,30,4,1,3,NA,4,1,2
360290091043014,35,17,32,44,47,0,19,67,4,1,1,1,1,2,2
360670156011001,0,1,3,2,2,0,1,3,0,NA,NA,NA,NA,NA,NA
360290091132018,2,1,2,2,3,0,0,4,0,NA,NA,NA,NA,NA,NA
360271500032036,6,0,3,4,5,0,0,8,0,NA,3,NA,4,NA,1
360850067003005,25,18,17,28,36,0,6,32,25,1,1,NA,1,NA,1
360775905001074,4,1,0,2,3,0,2,5,0,NA,NA,NA,NA,NA,4
361031230012013,8,9,6,12,11,0,5,16,0,NA,1,NA,1,1,2
360550150003066,0,0,3,2,2,0,0,4,0,NA,NA,NA,NA,NA,NA
360191006003016,1,0,0,1,1,0,0,2,0,NA,NA,NA,NA,NA,NA
361019628002025,2,3,3,5,4,0,0,7,1,NA,NA,NA,NA,NA,1
361019613002031,2,0,1,2,1,0,0,3,0,NA,NA,NA,NA,NA,NA
360850146042000,7,10,15,20,13,0,0,8,22,NA,1,NA,3,NA,3
360239706002002,8,6,9,20,8,0,0,1,15,NA,1,NA,NA,NA,NA
361031594081039,1,3,4,4,5,0,1,8,0,NA,NA,NA,NA,NA,1
360450622003003,30,13,24,30,43,0,8,34,20,NA,2,2,4,1,2
360319607002026,3,3,9,11,5,0,5,9,0,NA,NA,NA,1,NA,1
360710107006012,13,9,10,14,18,0,1,18,4,NA,1,1,4,1,4
360957402001034,1,3,4,5,3,0,3,3,3,NA,5,NA,4,NA,1
360850081003006,25,4,1,16,16,0,0,13,7,1,1,NA,1,NA,5
360110401002049,5,1,0,5,1,0,0,2,0,NA,1,NA,NA,1,NA
360179707002042,0,1,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA
360850096012017,19,13,14,19,27,0,4,23,6,NA,1,1,NA,NA,1
360710106004006,33,37,27,51,61,0,15,71,9,NA,1,1,1,2,2
361031584074001,10,18,17,25,22,0,11,16,16,NA,1,1,1,2,1
360150109001012,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA
360430115021357,0,1,4,3,2,0,1,1,0,NA,NA,NA,NA,NA,NA
360470112001000,326,147,30,256,262,0,4,34,475,NA,1,NA,1,NA,1
360594077003011,35,33,29,48,53,0,11,47,32,1,1,1,4,2,2
360470924002002,83,8,2,36,60,0,1,14,73,NA,1,NA,NA,1,2
361019625001049,9,2,3,7,7,0,2,5,8,NA,1,1,NA,NA,7
360070144004030,31,25,41,51,56,0,22,70,6,2,1,1,1,1,1
361090019003009,7,0,4,6,6,0,1,8,3,NA,NA,NA,NA,NA,NA
360290135013020,27,18,41,41,50,0,6,64,3,NA,2,1,1,1,1
360894903004005,47,24,29,48,60,0,10,67,7,NA,1,1,2,1,2
360271800011017,7,20,17,21,27,0,9,32,11,NA,1,1,1,1,4
360810116002002,99,31,17,69,92,0,0,10,145,NA,NA,NA,NA,NA,1
361031237022028,10,14,11,12,26,0,3,22,7,NA,3,NA,1,NA,2
360830407002035,10,2,0,8,4,0,0,2,8,NA,NA,NA,NA,NA,NA
360570722003028,9,9,14,14,22,0,2,14,15,NA,1,1,2,2,1
360650211031012,3,5,2,6,5,0,0,6,5,1,1,NA,1,NA,1
360130364014042,5,0,4,6,7,0,2,7,0,NA,NA,NA,NA,NA,1
360894923002017,6,5,6,9,8,0,5,10,0,NA,NA,1,NA,1,1
360470034003001,4,2,0,5,1,0,0,0,6,NA,NA,NA,NA,NA,NA
360210004011011,11,10,11,20,16,0,1,24,0,NA,NA,NA,NA,NA,1
360870115013013,1,1,3,3,2,0,0,3,0,NA,NA,NA,5,NA,2
361031476012016,15,9,25,27,27,0,11,42,0,NA,1,NA,1,NA,1
360830524044008,0,2,4,5,3,0,0,5,0,NA,2,1,NA,NA,NA
360594057004008,12,5,22,22,17,0,2,23,5,NA,2,NA,NA,1,1
360810044011006,81,25,11,58,63,0,0,2,116,NA,1,1,1,1,3
360670126003032,4,2,10,9,8,0,0,14,0,NA,NA,1,NA,NA,5
360810004002001,106,57,3,72,98,1,0,2,166,NA,1,NA,1,NA,2
360930331012080,6,4,6,8,10,0,3,11,0,NA,NA,NA,NA,2,NA
361150920002078,0,0,2,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA
360670103221004,23,32,27,47,47,0,9,73,1,NA,1,1,1,NA,1
360630224011003,31,5,18,30,25,0,5,33,3,NA,1,1,1,1,2
360039506003049,8,5,18,19,15,0,14,24,7,NA,2,1,1,1,2
361119528003027,9,2,1,4,8,0,0,5,0,NA,NA,NA,2,NA,2
360775903004090,0,1,0,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA
360810809004002,29,23,21,33,41,0,4,26,38,NA,1,1,1,1,2
361119506001029,11,0,2,5,9,0,2,8,0,NA,NA,NA,NA,NA,1
360594158024011,9,14,22,21,28,0,9,35,4,NA,1,NA,2,NA,3
360099614004201,3,0,0,3,2,0,2,3,0,NA,1,NA,NA,NA,2
360339502004035,6,3,4,8,10,0,2,7,0,NA,1,NA,1,1,3
360595191004012,26,14,11,27,27,0,4,34,9,NA,1,1,4,3,2
361031584072004,16,22,19,32,28,0,3,38,11,3,1,1,4,2,2
360830525022000,7,15,19,23,25,0,11,21,18,NA,2,1,1,2,2
360290148011005,5,3,10,12,12,0,4,16,0,NA,1,1,1,1,2
360039503003027,3,9,24,17,23,0,6,22,4,NA,1,1,NA,1,1
360050359001014,60,18,6,43,43,0,0,2,82,NA,1,NA,NA,NA,1
360930326021083,37,34,39,65,62,0,13,100,8,NA,1,1,1,1,1
360594057003006,15,17,24,26,36,0,7,23,18,NA,1,1,NA,1,1
361031121032017,18,17,15,32,33,0,11,42,4,NA,1,1,2,1,1
360099622001180,1,0,1,0,2,0,1,1,0,NA,NA,NA,NA,NA,NA
360359712001031,7,7,27,23,20,0,4,23,12,1,1,1,2,1,2
360594101001002,36,19,27,39,44,0,11,40,24,1,2,1,1,1,2
360130367001004,1,0,2,3,2,0,2,3,0,NA,1,NA,NA,NA,2
360979501001115,5,1,0,3,4,0,0,3,2,NA,1,NA,NA,NA,NA
360470182002006,86,48,13,67,83,0,5,7,136,NA,NA,1,1,4,1
360594142021008,14,10,7,14,18,0,0,14,9,NA,3,1,NA,NA,1
360670142001022,10,8,4,7,15,0,6,14,6,NA,1,1,NA,NA,1
360070144001025,1,1,2,2,3,0,0,0,4,NA,NA,NA,NA,NA,NA
360099605003048,2,2,1,4,1,0,0,5,0,NA,NA,NA,NA,NA,NA
360775907004010,3,1,3,4,5,0,0,4,2,NA,1,NA,2,5,4
360430115012039,1,3,3,4,4,0,1,1,4,NA,NA,NA,NA,NA,NA
360595198024006,28,15,13,29,29,0,10,44,0,NA,1,1,2,2,2
361031584102003,3,3,7,4,12,0,4,4,12,NA,1,1,NA,NA,3
360670137011023,3,0,0,0,3,0,1,2,0,NA,NA,NA,NA,NA,NA
360191003001063,8,6,8,10,14,0,7,21,2,NA,1,NA,NA,NA,1
360790109003002,16,10,22,24,29,0,12,39,6,NA,1,1,3,1,2
360650256001054,4,8,6,10,11,0,6,15,3,NA,2,NA,2,1,2
360910605011099,1,1,2,1,3,0,0,1,0,NA,NA,NA,NA,NA,NA
360470578002001,126,71,38,119,130,0,16,53,180,5,1,1,3,2,1
360259714002012,2,0,5,3,4,0,0,0,4,NA,NA,NA,NA,NA,NA
360930324042001,137,122,147,224,218,0,77,319,22,1,1,1,2,1,2
360290175022035,0,0,3,2,1,0,2,2,0,NA,NA,NA,NA,NA,NA
360039511002032,0,1,9,7,3,0,3,10,0,NA,NA,NA,NA,NA,5
360430103003027,0,0,1,0,2,0,0,1,0,NA,NA,NA,NA,1,4
360594075012001,23,6,2,15,16,0,0,9,21,NA,1,NA,NA,NA,NA
360810539002000,20,17,3,23,19,0,0,17,21,NA,4,NA,4,NA,1
360810916012012,13,3,13,16,20,0,2,13,3,2,1,NA,1,1,2
361031229021012,59,49,51,74,97,0,13,77,64,NA,1,1,3,NA,1
360390807003007,13,8,6,13,18,0,2,12,11,1,1,1,3,2,2
360070120001088,2,1,3,2,4,0,2,4,0,1,NA,NA,2,NA,4
360710119002080,3,1,4,4,6,0,0,6,4,NA,NA,NA,NA,NA,3
361031470012006,0,7,18,12,13,0,3,20,0,NA,1,1,3,NA,1
360750201003026,1,0,4,2,3,0,3,5,0,NA,1,NA,NA,NA,NA
360870130012026,5,1,2,8,0,0,1,0,8,NA,NA,NA,NA,NA,NA
360870115051003,29,2,16,28,23,0,1,4,40,NA,NA,1,NA,NA,5
360810589002001,142,59,56,128,141,0,8,0,267,NA,1,1,1,1,1
360595217004016,6,3,10,12,8,0,5,14,4,NA,NA,1,NA,NA,2
360379512001013,21,13,16,28,26,0,9,18,27,3,1,3,1,2,2
360594132004011,7,3,15,19,9,0,1,12,14,NA,3,NA,2,1,5
360110402004026,1,3,1,3,2,0,1,5,0,NA,NA,NA,NA,1,2
360239702001067,12,8,7,14,13,0,7,18,4,NA,1,2,1,NA,1
361119503002004,7,7,14,12,16,0,2,18,5,NA,1,NA,2,NA,1
360850208041016,19,15,33,33,37,0,7,35,21,NA,2,1,1,NA,1
361190125023021,1,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA
360010146093015,1,0,1,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA
360957401003002,2,1,1,1,3,0,0,2,0,NA,NA,NA,NA,NA,NA
360850114011006,11,15,13,18,22,1,6,9,27,NA,1,NA,1,1,1
360910611002018,28,11,26,26,42,0,8,48,0,1,1,1,2,1,3
360450609001030,1,0,2,1,2,0,1,2,0,NA,NA,NA,NA,NA,NA
360450608036015,5,10,1,4,13,0,0,0,0,NA,NA,NA,NA,NA,NA
360594060014011,19,18,8,20,26,0,3,30,0,NA,1,1,1,1,3
360570707002009,10,9,12,19,22,0,4,16,13,NA,2,NA,NA,3,1
360811047002005,36,22,8,32,38,0,6,33,22,NA,1,NA,1,NA,1
360290175021031,1,0,1,2,1,0,1,1,0,NA,NA,NA,NA,NA,NA
360690520004029,0,3,5,4,4,0,0,6,0,NA,1,NA,1,NA,3
361031478032009,37,10,20,36,37,0,15,41,15,NA,2,1,2,NA,2
360550119022010,15,17,21,24,34,0,10,46,1,1,1,1,1,1,2
360259703001021,3,1,1,3,2,0,0,5,0,NA,1,NA,NA,NA,3
360270200052001,8,23,23,29,31,0,5,35,9,NA,1,1,1,1,3
360099610002011,0,0,1,1,2,0,1,2,0,NA,NA,NA,NA,NA,1
360290078003005,1,3,3,5,2,0,1,6,0,NA,1,1,3,NA,1
360594127002001,2,7,6,6,9,0,4,10,5,NA,1,1,2,NA,1
360430110011014,0,0,1,1,0,0,1,1,0,NA,NA,NA,NA,NA,NA
360470393002002,193,44,6,109,144,0,4,1,251,NA,1,NA,1,NA,1
360690521001074,5,2,6,6,7,0,1,6,4,5,3,3,NA,4,6
360710143013022,5,6,4,8,7,0,3,9,3,NA,NA,NA,4,NA,1
360750211031025,11,4,14,13,16,0,2,16,1,NA,2,1,1,NA,3
360290108091001,10,6,11,15,13,0,2,21,0,NA,1,3,NA,1,2
360870101011012,2,2,8,8,7,0,6,12,0,NA,2,NA,NA,NA,1
360510302022105,0,2,0,1,2,0,0,2,0,NA,NA,NA,NA,NA,NA
360894907004070,16,6,3,10,16,0,9,18,0,NA,1,NA,NA,2,1
360470974002004,43,7,1,22,31,0,0,8,39,NA,1,NA,1,NA,1
360650201022013,3,0,0,1,2,0,0,1,0,NA,NA,NA,NA,NA,NA
360830526012009,0,0,2,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA
360530308002007,0,3,1,2,2,0,1,2,0,NA,NA,NA,NA,NA,2
360810384001011,94,12,3,52,60,0,5,36,53,1,1,1,1,NA,2
360539406001122,1,0,3,4,3,0,2,5,0,NA,1,NA,NA,2,3
360775915001048,1,1,4,3,3,0,4,6,0,4,2,1,4,3,8
360130376001091,3,0,2,4,2,0,2,4,0,NA,1,NA,1,NA,3
361031242001009,47,62,53,79,89,0,26,96,29,NA,2,1,2,1,1
360750216012023,17,3,7,15,13,0,5,8,8,NA,3,1,1,2,5
360271600033003,3,3,1,5,4,0,0,9,0,NA,1,NA,NA,1,1
360810061001001,278,88,35,214,201,0,14,25,370,NA,1,NA,1,NA,1
361019611004051,7,12,18,24,14,0,9,27,5,NA,1,2,1,1,2
360810489001018,0,0,2,2,0,0,0,0,2,NA,1,NA,NA,NA,5
360593040012016,9,13,19,20,24,0,5,30,6,NA,1,1,3,1,1
361059502001085,1,2,2,3,3,0,1,0,5,NA,NA,NA,NA,NA,NA
360595178022004,35,38,71,61,91,0,25,94,14,1,1,1,3,2,3
361190112003008,14,2,0,9,7,0,0,7,9,NA,NA,NA,NA,NA,1
360130376002060,1,0,1,2,1,0,2,3,0,1,1,NA,NA,3,NA
360999502003010,9,9,6,11,15,0,9,17,3,NA,2,1,NA,2,3
360039513004052,3,3,11,10,11,0,4,14,0,2,1,NA,1,NA,2
360710148005021,0,0,2,1,1,0,0,2,0,NA,NA,NA,NA,NA,NA
360570728004051,2,1,5,6,3,0,0,6,3,NA,NA,NA,NA,NA,1
