"election","lname","fname","party","state","seat","district","ico.status","cand.gender","recipient.cfscore.dyn","contributor.cfscore","num.givers.total","total.receipts","total.disbursements","prim.vote.pct","pwinner","gen.vote.pct","gwinner"
"fd2020","petrilli","george","100","IL","federal:house","IL18","C","M",-1.056,-0.913,17,16219.62,8270.2,0.001,"W",29.59,"L"
"fd2020","chambers","gary","100","LA","federal:house","LA02","C","M",-1.208,-2.07,21959,106626.67,28800.99,NA,NA,NA,NA
"fd2020","finley","christopher","100","TN","federal:house","TN06","C","M",-0.854,NA,2,0,0,NA,NA,24.5594920099349,"L"
"fd2020","hamilton","wendy","100","DC","federal:house","DC01","C","F",-0.837,NA,387,5163.66,2319.08,NA,NA,NA,NA
"fd2020","n","mckayla","100","MD","federal:house","MD05","C","F",-1.125,-1.131,8154,0,0,NA,NA,NA,NA
"fd2020","jaye","brian","100","MI","federal:house","MI08","C","M",-1.076,-1.018,220,201,0,NA,NA,NA,NA
"fd2020","mcginn","randi","100","NM","federal:house","NM01","C","F",-0.746,-0.881,159,214888,0,NA,NA,NA,NA
"fd2020","turner","nina","100","OH","federal:house","OH11","C","F",NA,-0.88,30567,646744.98,162967.71,NA,NA,NA,NA
"fd2020","brown","shontel","100","OH","federal:house","OH11","C","F",-0.546,NA,5526,40132.75,503.99,NA,NA,NA,NA
"fd2020","johnson","jeffrey","100","OH","federal:house","OH11","C","M",-0.876,NA,235,5700,348.95,NA,NA,NA,NA
"fd2020","hyman","mal","100","SC","federal:house","SC07","C","M",-1.132,-1.05,822,0,0,NA,NA,NA,NA
"fd2020","linn","max","200","ME","federal:senate","MES20","C","M",2.181,2.089,2,544443.57,529556.49,NA,"L",1.65,"L"
"fd2020","ronnebeck","steve","200","AZ","federal:house","AZ03","C","M",1.515,NA,5,4880,3422.36,NA,NA,NA,NA
"fd2020","ireland","jonathan","100","AZ","federal:house","AZ05","C","M",-1.143,NA,12,0,0,0.1059,"L",NA,NA
"fd2020","tyler","john","100","CA","federal:house","CA05","C","M",-1.037,-1.117,6,3006,3006,0.0952,"L",NA,NA
"fd2020","campbell","samantha","100","CA","federal:house","CA15","O","F",-1.206,NA,3,0,0,0.0983,"L",NA,NA
"fd2020","lackey","courtney","200","CA","federal:house","CA25","C","F",1.049,NA,6,4718,4718,NA,NA,NA,NA
"fd2020","carroll","brian","100","CA","federal:house","CA30","C","M",-0.413,NA,25,0,0,0.035,"L",NA,NA
"fd2020","scott","keanakay","100","CA","federal:house","CA34","C","U",-1.18,NA,7,0,0,0.0555,"L",NA,NA
"fd2020","mcleod","jalen","100","CA","federal:house","CA47","C","M",-1.103,NA,29,0,0,0.087,"L",NA,NA
"fd2020","ryans","jerlilia","100","CA","federal:house","CA52","C","U",-1.121,-1.018,4,0,0,NA,NA,NA,NA
"fd2020","bolling","shane","200","CO","federal:house","CO01","C","M",1.548,1.592,9,13657.96,13657.96,1,"W",23.53,"L"
"fd2020","bocchino","brandon","100","CO","federal:house","CO05","C","M",1.394,NA,9,0,0,NA,NA,NA,NA
"fd2020","morris","matthew","200","DE","federal:house","DE01","C","M",2.174,2.263,7,12470.02,12799.78,0.2619,"L",NA,NA
"fd2020","rowe","richard","100","FL","federal:house","FL03","O","M",-1.029,NA,80,0,0,NA,NA,NA,NA
"fd2020","nolan","john","328","FL","federal:house","FL06","C","M",-0.547,-0.534,26,5008.47,5797.37,NA,"L",0.03,"L"
"fd2020","walls windhauser","angela","200","FL","federal:house","FL08","C","F",1.505,NA,2,0,0,NA,NA,NA,NA
"fd2020","aarons","adam","100","FL","federal:house","FL21","C","M",-0.445,NA,4,0,0,NA,NA,NA,NA
"fd2020","mohammad","imtiaz","100","FL","state:lower","FL22","C","M",-1.011,-0.666,153,0,0,NA,NA,NA,NA
"fd2020","escobar","yadira","100","FL","federal:house","FL25","C","F",-1.121,NA,19,2196.9,2196.9,NA,NA,NA,NA
"fd2020","polo","frank","200","FL","federal:house","FL27","C","M",NA,1.882,7,4606.12,4662.47,0.001,"W",0.02,"L"
"fd2020","harbin","blake","200","GA","federal:house","GA06","C","M",1.385,NA,92,0,0,0.0487,"L",NA,NA
"fd2020","tolin","tyler","200","GA","federal:house","GA09","O","M",-1.167,-1.179,34,2005,2005,NA,NA,NA,NA
"fd2020","waites","keisha","100","GA","federal:house","GA13","C","F",-1.613,-0.971,158,875,0,0.2549,"L",NA,NA
"fd2020","nuckolls","haden","100","GA","federal:house","GA11","C","M",-1.175,NA,60,3043.42,0,NA,NA,NA,NA
"fd2020","famera","ashley","100","HI","federal:house","HI02","O","F",-0.953,NA,41,0,0,0.0606,"L",NA,NA
"fd2020","leatherwood","darnell","100","IL","federal:house","IL01","C","M",-1.166,NA,6,0,0,NA,NA,NA,NA
"fd2020","matthews","ameena","100","IL","federal:house","IL01","C","F",-1.121,-1.106,69,0,0,0.0785,"L",NA,NA
"fd2020","ellison","allen","100","FL","federal:senate","FLS22","C","M",-0.992,-1.056,1841,84005.43,78767.35,NA,NA,NA,NA
"fd2020","lane","jacob","200","IL","federal:house","IL15","O","M",-0.057,NA,13,0,0,NA,NA,NA,NA
"fd2020","farrar","ryan","100","IN","federal:house","IN01","O","M",-1.119,-1.04,15,0,0,0.0033,"L",NA,NA
"fd2020","bergeron","dion","200","IN","state:lower","IN01","C","M",1.559,1.469,16,0,0,NA,NA,NA,NA
"fd2020","walker","bradley","200","NC","federal:senate","NCS22","C","M",1.225,1.386,3426,893357.37,788986.24,NA,NA,NA,NA
"fd2020","webster","mike","100","IN","federal:house","IN08","C","M",-0.984,NA,3,0,0,0.3256,"L",NA,NA
"fd2020","dorris","dale","100","IN","federal:house","IN09","C","M",-1.131,-1.131,54,1381.05,851.89,0.1578,"L",NA,NA
"fd2020","eddings","waymen","200","KY","federal:house","KY03","C","U",1.442,1.443,9,3025.45,3025.45,0.1556,"L",NA,NA
"fd2020","harris","braylon","100","LA","federal:house","LA03","C","M",-0.952,NA,23,23006.09,15129.93,NA,"L",17.89,"L"
"fd2020","lemelle","martin","100","LA","federal:house","LA05","C","M",-0.824,-0.569,394,175143.56,173230.24,NA,"L",10.4,"L"
"fd2020","campbell","rayla","200","MA","federal:house","MA07","C","F",1.395,1.369,722,62880.76,52728.55,0.001,"W",0.23,"L"
"fd2020","pingley","jennifer","100","MD","federal:house","MD01","C","F",-1.091,NA,15,60,60,0.2,"L",NA,NA
"fd2020","gosnell","mark","100","MD","federal:house","MD07","C","M",-0.786,-0.849,10,96.05,1075.67,0.005,"L",NA,NA
"fd2020","oelke","elena","200","MI","federal:house","MI06","C","F",1.61,1.429,43,0,0,0.3734,"L",NA,NA
"fd2020","singh","hirsh","200","NJ","federal:senate","NJS18","C","U",1.329,1.374,1706,694015.9,691464.5,NA,NA,NA,NA
"fd2020","adan","leila","100","MN","federal:house","MN05","C","F",-1.015,NA,4,0,0,NA,NA,NA,NA
"fd2020","lester","leslie","100","MN","federal:house","MN05","C","F",1.247,NA,6,0,0,0.0071,"L",NA,NA
"fd2020","crichton","oreta","100","AS","federal:house","AS01","C","F",-0.997,-1.001,45,36273,20451.12,NA,"L",14.55,"L"
"fd2020","millado","joe","200","FL","federal:house","FL03","O","M",1.56,1.66,19,25372.06,33033.95,0.0136,"L",NA,NA
"fd2020","west","charles","100","MO","federal:house","MO06","C","M",-1.087,NA,200,0,0,0.1573,"L",NA,NA
"fd2020","hall","kwanza","100","GA","federal:house","GA05","C","M",-0.277,-0.714,678,242596.76,230091.42,NA,NA,NA,NA
"fd2020","franklin","robert","100","GA","federal:house","GA05","C","M",-0.68,-0.79,288,362642.69,360564.35,NA,NA,NA,NA
"fd2020","lee","katelyn","100","MS","federal:house","MS03","C","F",-1.035,-0.853,2,186.97,40,0.3603,"L",NA,NA
"fd2020","snowden","phillip","100","LA","federal:house","LA05","O","M",-1.143,-1.153,16,29481,28077.43,NA,"L",3.05,"L"
"fd2020","ross","gena","100","MO","federal:house","MO06","C","F",-1.002,NA,104,10170.21,10530.02,0.3283,"W",30.83,"L"
"fd2020","richards","audrey","328","MO","federal:house","MO07","C","F",0.265,-0.138,13,7985,8113.12,0.001,"W",0.35,"L"
"fd2020","parietti","mike","328","NY","federal:house","NY17","C","M",-1.318,-1.141,5,62320.27,40360.12,NA,NA,NA,NA
"fd2020","elizabeth","terwilliger","328","PA","federal:house","PA12","C","U",1.129,NA,29,6211.4,5937.18,NA,NA,NA,NA
"fd2020","ward","christopher","100","NC","federal:house","NC07","C","M",-1.113,-1.027,58,16260.36,4118.51,0.4632,"W",39.59,"L"
"fd2020","mcclendon","marty","200","WA","federal:house","WA10","O","M",1.362,1.377,814,55374,50833.9,NA,NA,NA,NA
"fd2020","elworth","mark","100","NE","federal:house","NE03","C","M",-0.963,NA,2,108.79,0,1,"W",17.68,"L"
"fd2020","harrington","ricky","328","AR","federal:senate","ARS20","C","M",-0.504,NA,177,79563.9,64036.71,0.001,"W",33.47,"L"
"fd2020","walsh","timothy","200","NJ","federal:house","NJ09","C","M",1.757,NA,6,5093.48,5093.48,0.2582,"L",NA,NA
"fd2020","prempeh","william","200","NJ","federal:house","NJ09","C","M",1.093,1.621,2330,44268.95,35075.01,0.7418,"W",31.86,"L"
"fd2020","bakari","kamau","328","NV","federal:house","NV01","C","M",1.47,1.4,7,7105,6591.33,NA,NA,NA,NA
"fd2020","dunson","leo","200","NV","federal:house","NV04","C","M",1.534,1.629,143,0,0,NA,NA,NA,NA
"fd2020","dayr","steffanie","100","NV","federal:house","NV04","C","F",-1.078,-1.029,6,1393.71,1049.19,0.0728,"L",NA,NA
"fd2020","burger","harry","328","NY","federal:house","NY02","C","M",-1.396,-1.068,3,2429.63,594.04,1,"W",1.03,"L"
"fd2020","stevenson","dylan","200","NY","federal:house","NY10","C","M",1.648,1.705,4,2561,1850,NA,NA,NA,NA
"fd2020","pabon","julio","100","NY","federal:house","NY15","O","M",-0.751,-0.863,62,0.96,0,0.0041,"L",NA,NA
"fd2020","bradshaw","marquita","100","TN","federal:senate","TNS20","O","F",-1.046,-0.983,14603,1628980.09,1612771.13,0.3551,"W",35.16,"L"
"fd2020","wilson","kevin","328","NY","federal:house","NY25","C","M",0.455,0.504,7,5128.33,3417.25,1,"W",1.53,"L"
"fd2020","potter","quentin","100","OH","federal:house","OH07","C","M",-1.072,-1.057,76,13895.81,13895.81,1,"W",29.17,"L"
"fd2020","hoffman","madelyn","328","NJ","federal:senate","NJS20","C","F",-1.231,NA,7,6218.86,5763.36,0.001,"W",0.86,"L"
"fd2020","silk","joseph","200","OK","federal:house","OK02","C","M",0.579,0.925,158,29015.66,29015.66,0.127,"L",NA,NA
"fd2020","forbes","wesley","100","OK","federal:house","OK04","C","M",-0.822,NA,4,0,0,NA,NA,NA,NA
"fd2020","slemmons","david","100","OK","federal:house","OK04","C","M",-1.005,NA,30,0,0,0.1942,"L",NA,NA
"fd2020","merrick","jake","200","OK","federal:house","OK05","O","M",1.701,NA,220,8564.85,8564.85,0.0255,"L",NA,NA
"fd2020","heuertz","nick","100","OR","federal:house","OR02","O","M",-1.109,NA,33,0,0,0.3099,"L",NA,NA
"fd2020","christensen","chris","200","OR","federal:house","OR01","C","M",1.627,1.726,8,243.72,771.77,0.5585,"W",35.21,"L"
"fd2020","vaughn","chris","100","OR","federal:house","OR02","O","M",-1.275,NA,2,0,0,0.1824,"L",NA,NA
"fd2020","reynolds","blair","100","OR","federal:house","OR05","C","M",-1.039,-1.068,35,4219.8,1378.87,0.0745,"L",NA,NA
"fd2020","snow","salem","100","PA","federal:house","PA02","C","M",-1.161,NA,422,3219.22,2708.02,NA,NA,NA,NA
"fd2020","desantis","edward","100","PA","federal:house","PA16","C","M",-1.006,NA,2,0,0,NA,NA,NA,NA
"fd2020","sonnek","luisa","100","PA","federal:house","PA16","C","F",-1.139,-1.123,4,0,0,NA,NA,NA,NA
"fd2020","bivens","lydia","100","TN","federal:house","TN04","C","F",-1.132,NA,85,0,0,0.1826,"L",NA,NA
"fd2020","mattlin","meredith","100","TN","federal:house","TN05","C","F",-1.137,-1.152,47,0,0,NA,NA,NA,NA
"fd2020","fallon","patrick","200","TX","federal:house","TX04","C","M",1.344,1.276,2056,257176.31,95067.54,0.5655,"W",76.882327819895,"W"
"fd2020","hernandez","elizabeth","100","TX","federal:house","TX08","C","F",-1.044,-1.053,188,17407.28,15160.97,0.5985,"W",25.47,"L"
"fd2020","worthy","monique","200","TX","federal:house","TX13","O","F",1.639,NA,119,0,0,0.0074,"L",NA,NA
"fd2020","gassaway","timothy","100","TX","federal:house","TX13","O","M",-0.98,-0.984,5,4519.75,540.4,0.2318,"L",NA,NA
"fd2020","hernandez cigarrusita","patrick","200","TX","federal:house","TX16","C","M",1.459,NA,17,0,0,0.0675,"L",NA,NA
"fd2020","morgan","clint","200","TX","federal:house","TX22","O","M",1.249,1.332,10,21760,21760,NA,NA,NA,NA
"fd2020","bauer","mark","328","TX","federal:house","TX24","O","M",0.131,0.169,6,26341.78,26541.78,NA,"L",0.85,"L"
"fd2020","metzger","deanna","200","TX","federal:house","TX24","O","F",1.901,1.697,284,24030,24030,NA,NA,NA,NA
"fd2020","hamilton","darren","328","TX","federal:house","TX24","O","M",1.189,NA,3,570,212,0.001,"W",1.64,"L"
"fd2020","zavala","diego","100","TX","federal:house","TX34","C","M",-1.196,NA,47,0,0,0.1845,"L",NA,NA
"fd2020","sharon","jennifer","200","TX","federal:house","TX35","C","F",1.525,NA,18,19011.1,14442.45,0.3712,"W",29.95,"L"
"fd2020","sloot","sarena","200","WA","federal:house","WA04","C","F",1.733,NA,6,5126.11,5126.11,0.0668,"L",NA,NA
"fd2020","grey bull","lynnette","100","WY","federal:house","WY01","C","F",-1.047,NA,2568,134648.22,132285.65,0.6003,"W",24.58,"L"
"fd2020","fox","richard","200","CA","federal:house","CA18","C","M",1.056,1.069,22,0,0,0.1218,"L",NA,NA
"fd2020","gustafson","claire","200","NJ","federal:house","NJ01","C","F",1.415,0.91,119,36519.78,21761.17,1,"W",37.52,"L"
"fd2020","james","hannah","100","CA","federal:house","CA19","C","F",-1.143,NA,6,0,0,NA,NA,NA,NA
"fd2020","hidalgo","juan","200","CA","federal:house","CA51","C","M",1.465,1.468,146,0,0,NA,NA,31.6952445377562,"L"
"fd2020","cardenas","beatrice","200","CA","federal:house","CA27","C","F",0.095,NA,7,0,0,0.1172,"L",NA,NA
"fd2020","hood","brandon","100","IN","federal:house","IN09","C","M",-1.063,NA,29,0,0,0.1393,"L",NA,NA
"fd2020","robinson","herb","100","MA","federal:house","MA04","C","M",-0.937,-0.893,9,1132.33,362.33,NA,NA,NA,NA
"fd2020","rogers","tim","200","WI","federal:house","WI04","C","M",1.522,1.478,43,0,0,0.5017,"W",22.7,"L"
"fd2020","west","kanye","328","00","federal:president","PRES","C","",0.088,0.111,2900,14538989.74,13210013.02,NA,NA,NA,NA
"fd2020","goldfischer","david","100","CO","federal:senate","COS20","C","M",-1.033,NA,16,0,0,NA,NA,NA,NA
"fd2020","perkins","adrian","100","LA","federal:senate","LAS20","C","M",-0.979,-0.72,22926,2806583.4,2651684.49,NA,"L",19.02,"L"
"fd2020","stock","andrew","100","NE","federal:senate","NES20","C","M",-1.093,NA,10,0,0,0.1138,"L",NA,NA
"fd2020","walsh","bob","328","NM","federal:senate","NMS20","O","M",0.273,0.617,8,8326.01,6895.09,1,"W",2.65,"L"
"fd2020","hart","clara","100","SD","federal:senate","SDS20","C","F",-0.727,-0.918,17,2292.26,2968.64,NA,NA,NA,NA
"fd2020","morrell","kent","200","TN","federal:senate","TNS20","O","M",-0.17,NA,25,2339.91,2339.91,0.2664,"L",NA,NA
"fd2020","knapp","mary","328","VA","federal:senate","VAS20","C","F",1.369,NA,2,0,0,NA,NA,NA,NA
"fd2020","liew","sarah","200","CA","federal:senate","CAS22","C","F",2.278,2.305,10,0,0,NA,NA,NA,NA
"fd2020","smith","michelle","100","MD","federal:senate","MDS22","C","F",-1.746,NA,3,1736.22,21364.97,NA,NA,NA,NA
"fd2020","sare","diane","328","NY","federal:senate","NYS22","C","F",0.117,NA,703,10535,6290.18,NA,NA,NA,NA
"fd2020","sleister","nicolaus","100","WA","federal:senate","WAS22","C","M",-1.511,-1.299,79,2680.24,2676.52,NA,NA,NA,NA
"fd2020","agbede","akinyemi","100","CA","federal:senate","CAS22","C","U",NA,NA,27,0,0,NA,NA,NA,NA
"fd2020","billiot","beryl","328","LA","federal:senate","LAS20","C","F",NA,0.575,9,6374.6,6374.6,NA,"L",0.84,"L"
"fd2020","mcguigan","john","100","PA","federal:senate","PAS22","C","M",-0.893,-0.807,126,112290.47,4513.86,NA,NA,NA,NA
"fd2020","castorani","john","200","AL","federal:house","AL01","O","M",1.216,1.302,13,26809.68,26809.68,0.0148,"L",NA,NA
"fd2020","taylor","jessica","200","AL","federal:house","AL02","O","F",1.297,NA,1116,476139.02,476139.02,0.1988,"L",NA,NA
"fd2020","elliott","joyce","100","AR","federal:house","AR02","C","F",-0.964,-0.716,24874,3543886.52,3540156.67,1,"W",44.63,"L"
"fd2020","ruden","noran","200","AZ","federal:house","AZ02","C","M",1.481,1.567,70,304518.3,303730.21,0.3356,"L",NA,NA
"fd2020","quilter","peter","100","AZ","federal:house","AZ02","C","M",-1.135,-1.018,19,17806,15532.53,0.2367,"L",NA,NA
"fd2020","ward","anne","200","AZ","federal:house","AZ04","C","F",1.329,1.418,175,110341.74,110341.74,0.3687,"L",NA,NA
"fd2020","ramos","javier","100","AZ","federal:house","AZ05","C","M",-1.549,-1.348,5,7072.82,6845.2,0.3938,"L",NA,NA
"fd2020","mangas moniz","rachel","100","CA","federal:house","CA02","C","F",-0.98,-1.018,12,9966.51,10794.15,NA,NA,NA,NA
"fd2020","amador","antonio","200","CA","federal:house","CA09","C","M",1.214,1.158,412,52225,52225,0.3028,"L",42.42,"L"
"fd2020","blevins","ryan","100","CA","federal:house","CA10","C","M",-0.999,-1.033,81,6373.59,6275.89,0.0224,"L",NA,NA
"fd2020","tandon","ritesh","200","CA","federal:house","CA17","C","M",-0.304,-0.108,284,178536.32,178014.57,0.2138,"L",28.65,"L"
"fd2020","papadopoulos","george","200","CA","federal:house","CA25","C","M",1.282,NA,64,135023.92,135023.92,0.0176,"L",NA,NA
"fd2020","lozano","david","200","CA","federal:house","CA25","C","M",1.473,NA,18,8745,7307.79,0.0401,"L",NA,NA
"fd2020","uygur","cenk","100","CA","federal:house","CA25","C","U",-1.115,NA,14402,0,0,0.0591,"L",NA,NA
"fd2020","wright","joanne","200","CA","federal:house","CA34","C","F",1.252,1.394,9,32291.15,32291.15,0.0774,"L",NA,NA
"fd2020","cruz","erin","200","CA","federal:house","CA36","C","F",1.514,1.302,46,54357.6,53981.04,0.2136,"L",39.66,"L"
"fd2020","delgado","antonio","200","CA","federal:house","CA40","C","M",0.963,NA,231,85014.29,79270.37,0.1367,"L",27.26,"L"
"fd2020","issa","darrell","200","CA","federal:house","CA50","O","M",1.357,1.19,5604,16813993.53,16521430.27,0.2315,"W",53.95,"W"
"fd2020","debello","james","200","CA","federal:house","CA52","C","M",1.063,1.348,149,433484.35,424649.57,0.3239,"L",38.42,"L"
"fd2020","meza","annette","100","CA","federal:house","CA53","O","F",-1.157,-1.168,15,10674.1,10670.15,0.0222,"L",NA,NA
"fd2020","oristian","michael","200","CA","federal:house","CA53","O","M",1.579,1.611,32,18601.81,18131.15,0.074,"L",NA,NA
"fd2020","winn","charles","200","CO","federal:house","CO02","C","M",1.46,1.39,112,100537.58,100537.58,1,"W",35.4,"L"
"fd2020","milton","christopher","328","CO","federal:house","CO03","C","M",-0.68,NA,13,24026.42,24026.42,0.001,"W",0.99,"L"
"fd2020","griffin","james","200","CT","federal:house","CT01","C","M",0.833,0.763,26,26927.34,26775.59,0.427,"L",NA,NA
"fd2020","streicker","margaret","200","CT","federal:house","CT03","C","F",0.477,0.477,658,2016070.48,2012375.17,0.001,"W",38.01,"L"
"fd2020","meehan","ryan","200","CT","federal:house","CT05","C","M",1.298,1.352,103,45677.14,45677.14,NA,"L",NA,NA
"fd2020","merk","gregory","200","FL","federal:house","FL01","C","M",0.958,NA,21,20046.08,20640,0.0946,"L",NA,NA
"fd2020","christensen","adam","100","FL","federal:house","FL03","O","M",-1.052,NA,2866,251860.59,254948.08,0.3449,"W",42.86,"L"
"fd2020","rollins","gavin","200","FL","federal:house","FL03","O","M",1.327,1.428,119,186934.21,186934.21,0.1526,"L",NA,NA
"fd2020","st george","james","200","FL","federal:house","FL03","O","M",0.823,1.135,329,1114214.98,1112446.26,0.1411,"L",NA,NA
"fd2020","chase","todd","200","FL","federal:house","FL03","O","M",1.069,1.088,339,401859.27,400686.55,0.095,"L",NA,NA
"fd2020","theus","david","200","FL","federal:house","FL03","O","M",0.937,1.009,20,16330.97,16330.97,0.0218,"L",NA,NA
"fd2020","adler","gary","200","FL","federal:house","FL05","C","M",1.306,1.399,49,146944.18,146944.18,0.5212,"W",34.87,"L"
"fd2020","wagoner","john","200","FL","federal:house","FL05","C","M",1.382,1.471,48,62984.3,40304.12,0.4788,"L",NA,NA
"fd2020","valentin","leo","200","FL","federal:house","FL07","C","M",1.096,NA,424,1045426.18,1028316.45,0.3863,"W",43.24,"L"
"fd2020","diangelus","jean","200","FL","federal:house","FL07","C","F",1.607,NA,15,37333.68,37333.68,NA,NA,NA,NA
"fd2020","wright","christopher","200","FL","federal:house","FL09","C","M",1.887,1.795,10,18915.31,18141.86,0.2266,"L",NA,NA
"fd2020","vessio","nicholas","200","FL","federal:house","FL18","C","M",1.362,1.45,4,99267.54,98241.54,0.1396,"L",NA,NA
"fd2020","keith","pamela","100","FL","federal:house","FL18","C","F",-0.99,-0.971,9969,1674663.15,1670342.93,0.7962,"W",41.51,"L"
"fd2020","eagle","dane","200","FL","federal:house","FL19","O","M",1.169,0.83,1741,0,0,0.2185,"L",NA,NA
"fd2020","severson","daniel","200","FL","federal:house","FL19","O","M",1.482,1.575,36,142554.2,142554.2,0.0308,"L",NA,NA
"fd2020","fitzenhagen","heather","200","FL","federal:house","FL19","O","F",-0.008,0.818,2053,116835.76,116835.76,NA,NA,NA,NA
"fd2020","oconnell","ford","200","FL","federal:house","FL19","O","M",1.072,1.308,257,377171,350591.87,NA,NA,NA,NA
"fd2020","kowal","daniel","200","FL","federal:house","FL19","O","M",0.914,0.985,34,60700,33950.68,0.0109,"L",NA,NA
"fd2020","mclaughlin","christy","200","FL","federal:house","FL19","O","F",1.198,NA,117,0,0,0.0408,"L",NA,NA
"fd2020","felton","elizabeth","200","FL","federal:house","FL21","C","F",0.759,1.221,18,42379.89,42379.89,0.0709,"L",NA,NA
"fd2020","degrammont","vic","200","FL","federal:house","FL20","C","M",1.67,1.68,48,14474.33,14474.33,0.4798,"L",NA,NA
"fd2020","bluemling","michael","200","FL","federal:house","FL21","C","M",1.194,1.578,12,5430.83,6265.95,NA,NA,NA,NA
"fd2020","weiss","guido","100","FL","federal:house","FL21","C","M",-0.847,NA,76,24428.32,23320.69,0.1402,"L",NA,NA
"fd2020","flynn","fran","200","FL","federal:house","FL22","C","F",1.417,1.386,27,193724.02,180775.6,0.2607,"L",NA,NA
"fd2020","kroske","michael","200","FL","federal:house","FL23","C","M",2.07,2.162,21,20909.82,20601.85,0.4872,"L",NA,NA
"fd2020","tarrio","enrique","200","FL","federal:house","FL27","C","M",1.673,NA,7,9526.1,9551.1,NA,NA,NA,NA
"fd2020","spicer","lavern","200","FL","federal:house","FL24","C","U",1.331,1.606,3475,39625.3,39561.16,1,"W",20.4,"L"
"fd2020","cole","donald","200","GA","federal:house","GA02","C","M",1.424,1.504,176,165296.14,163543.92,0.5341,"W",40.88,"L"
"fd2020","stanton king","angela","200","GA","federal:house","GA05","C","F",1.424,1.516,292,310545.06,309313.35,1,"W",14.85,"L"
"fd2020","almonord","valbrun","100","GA","federal:house","GA03","C","U",-1.061,-1.086,407,40761.87,36946.44,1,"W",34.95,"L"
"fd2020","barthelemy","mykel","200","GA","federal:house","GA06","C","M",1.567,NA,18,7056,6637.29,0.0431,"L",NA,NA
"fd2020","wilson","dan","100","GA","federal:house","GA09","O","M",-0.572,NA,15,23132,20328.97,0.2523,"L",NA,NA
"fd2020","wilkinson","john","200","GA","federal:house","GA09","O","M",1.411,1.365,635,174743,174743,0.1162,"L",NA,NA
"fd2020","underwood","ethan","200","GA","federal:house","GA09","O","M",1.472,1.396,161,334150,334150,0.0863,"L",NA,NA
"fd2020","ferguson","andrew","100","GA","federal:house","GA10","C","M",-1.229,-1.102,177,19901.51,19901.51,0.3426,"L",NA,NA
"fd2020","johnson","elizabeth","100","GA","federal:house","GA12","C","F",-0.926,-0.969,1029,72360.98,72360.98,0.8364,"W",41.62,"L"
"fd2020","hites","becky","200","GA","federal:house","GA13","C","F",1.473,1.546,49,63879.77,63306.05,0.6865,"W",22.6,"L"
"fd2020","cowan","john","200","GA","federal:house","GA14","O","M",1.246,1.259,810,1459715.24,1448097.52,0.2101,"L",NA,NA
"fd2020","cooke","kevin","200","GA","federal:house","GA14","O","M",1.514,1.418,296,147624.1,147624.1,0.0616,"L",NA,NA
"fd2020","hembree","bill","200","GA","federal:house","GA14","O","M",1.67,1.337,620,256975,256975,0.0642,"L",NA,NA
"fd2020","underwood","robert","100","GU","federal:house","GU01","C","M",-0.226,-0.462,226,492194.8,491936.86,NA,NA,NA,NA
"fd2020","akana","joseph","200","HI","federal:house","HI02","O","M",0.827,0.875,44,64517.78,66938.15,0.4408,"W",30.88,"L"
"fd2020","soto","rudy","100","ID","federal:house","ID01","C","M",-0.931,-0.978,1604,305168.95,305168.95,0.6576,"W",28.65,"L"
"fd2020","broad","adam","100","IL","federal:house","IL10","C","M",-1.016,-0.926,27,7625.66,7625.66,NA,NA,NA,NA
"fd2020","smith","stefanie","100","IL","federal:house","IL13","C","F",-1.169,NA,97,11770.47,11568.04,0.2354,"L",NA,NA
"fd2020","evans","jerry","200","IL","federal:house","IL14","C","M",1.468,1.511,688,75035.24,75035.24,0.0501,"L",NA,NA
"fd2020","wolff","kerry","200","IL","federal:house","IL15","O","M",1.322,1.408,9,12743.8,12743.8,0.1337,"L",NA,NA
"fd2020","weaver","erika","100","IL","federal:house","IL15","O","F",-1.058,-0.94,397,58744.21,32133.75,0.5191,"W",26.55,"L"
"fd2020","mrvan","frank","100","IN","federal:house","IN01","O","M",-0.585,-0.583,7410,590634.89,476407.3,0.3285,"W",56.64,"W"
"fd2020","haake","sabrina","100","IN","federal:house","IN01","O","F",-1.029,-1.011,495,294263.94,294263.94,0.0485,"L",NA,NA
"fd2020","scaife","delano","200","IN","federal:house","IN01","O","M",-0.872,0.355,10,6805.46,6792.93,0.0502,"L",NA,NA
"fd2020","costello","scott","100","IN","federal:house","IN01","O","M",-1.065,-1.083,15,10723.72,9424.95,0.0125,"L",NA,NA
"fd2020","abernathy","kent","200","IN","federal:house","IN05","O","M",1.244,1.347,226,125322.74,125322.74,0.0564,"L",NA,NA
"fd2020","coldiron","chip","100","IN","federal:house","IN03","C","M",-1.019,-1.009,850,97264.43,93091.48,0.3889,"W",32.16,"L"
"fd2020","spartz","victoria","200","IN","federal:house","IN05","","F",1.423,1.386,6595,3270606.27,3161481.86,0.397,"W",50.02,"W"
"fd2020","smith","susan","200","IN","federal:house","IN07","C","F",1.432,1.544,111,62905.1,59843.39,0.4308,"W",37.56,"L"
"fd2020","marsili","thomasina","100","IN","federal:house","IN08","C","F",-1.037,-0.942,276,68734.44,68480.01,0.3627,"W",29.85,"L"
"fd2020","waymaster","troy","200","KS","federal:house","KS01","O","M",1.262,1.142,533,219942.68,219942.68,NA,NA,NA,NA
"fd2020","perry","robert","328","KY","federal:house","KY02","C","M",1.089,1.11,6,12798.41,7825.3,0.001,"W",2.11,"L"
