"election","lname","fname","party","state","seat","district","ico.status","cand.gender","recipient.cfscore.dyn","contributor.cfscore","num.givers.total","total.receipts","total.disbursements","prim.vote.pct","pwinner","gen.vote.pct","gwinner"
"fd2020","cassidy","william","200","LA","federal:senate","LAS20","I","M",0.945,0.836,19475,7447725.9,8576103.29,1,"W",59.32,"W"
"fd2020","gardner","cory","200","CO","federal:senate","COS20","I","M",1.307,1.355,67421,26161851.26,26813944.62,1,"W",44.18,"L"
"fd2020","cotton","thomas","200","AR","federal:senate","ARS20","I","M",1.306,1.044,54080,9141301.91,4843700.46,1,"W",66.53,"W"
"fd2020","kaine","timothy","100","VA","federal:senate","VAS24","C","M",-0.745,-0.782,128187,1314338.39,1318100.48,NA,NA,NA,NA
"fd2020","cruz","rafael","200","TX","federal:senate","TXS24","C","M",1.497,1.476,505655,13659655.01,9222612.12,NA,NA,NA,NA
"fd2020","daines","steven","200","MT","federal:senate","MTS20","I","M",1.349,1.319,152328,31883793.77,33226187.14,0.8802,"W",55.01,"W"
"fd2020","mcconnell","mitch","200","KY","federal:senate","KYS20","I","M",1.133,1.171,311730,68094902.86,64878657.61,0.828,"W",57.76,"W"
"fd2020","hirono","mazie","100","HI","federal:senate","HIS24","C","F",-0.967,-0.775,28855,797442.02,950475.6,NA,NA,NA,NA
"fd2020","murphy","christopher","100","CT","federal:senate","CTS24","C","M",-1.092,-0.899,138177,1671376.73,1688410.97,NA,NA,NA,NA
"fd2020","manchin","joe","100","WV","federal:senate","WVS24","I","M",-0.156,-0.372,26715,744354.86,575122.37,NA,NA,NA,NA
"fd2020","graham","lindsey","200","SC","federal:senate","SCS20","I","M",1.132,1.248,571115,107747533.78,98457035.23,0.6769,"W",54.44,"W"
"fd2020","gillibrand","kirsten","100","NY","federal:senate","NYS24","C","F",-1.046,-0.782,215348,1767104.89,10340080.93,NA,NA,NA,NA
"fd2020","coons","christopher","100","DE","federal:senate","DES20","I","M",-0.589,-0.702,21178,6081414.85,4746086.79,0.7285,"W",59.44,"W"
"fd2020","jones","doug","100","AL","federal:senate","ALS20","I","M",-0.933,-0.711,362705,31053566.07,32710698.97,1,"W",39.74,"L"
"fd2020","kokesh","adam","328","00","federal:president","PRES","C","M",0.806,0.878,42,48144.09,48058.74,NA,NA,NA,NA
"fd2020","howze","ted","200","CA","federal:house","CA10","C","M",1.292,1.28,1266,1582899.41,1878228.79,0.3389,"L",44.84,"L"
"fd2020","franken","al","100","MN","federal:senate","MNS20","C","M",NA,-0.944,91657,39001.93,72586.13,NA,NA,NA,NA
"fd2020","brown","sherrod","100","OH","federal:senate","OHS24","C","M",-0.767,-0.597,497956,2479979.82,1687581.11,NA,NA,NA,NA
"fd2020","roberts","pat","200","KS","federal:senate","KSS20","I","M",1.139,1.133,8438,11502.07,228594.39,NA,NA,NA,NA
"fd2020","blunt","roy","200","MO","federal:senate","MOS22","I","M",1.089,NA,16043,2044175.33,945800.27,NA,NA,NA,NA
"fd2020","gale","neal","328","PA","federal:senate","PAS18","C","M",-1.195,-1.231,24,0,15,NA,NA,NA,NA
"fd2020","hyde smith","cindy","200","MS","federal:senate","MSS20","I","F",1.233,1.431,12488,3407099.27,3292470.82,1,"W",54.11,"W"
"fd2020","smith","tina","100","MN","federal:senate","MNS20","C","F",-0.971,-0.935,58873,16468404.53,16100431.77,0.8714,"W",48.74,"W"
"fd2020","weeks","james","328","MI","federal:senate","MIS18","C","M",1.386,0.845,6,0,0,NA,NA,NA,NA
"fd2020","braun","mike","200","IN","federal:senate","INS24","I","M",1.274,1.319,5315,975720.41,496631.05,NA,NA,NA,NA
"fd2020","bradley","james","200","CA","federal:senate","CAS22","C","M",1.582,1.549,1138,7087.53,3434.37,NA,NA,NA,NA
"fd2020","casey","robert","100","PA","federal:senate","PAS24","I","M",-0.713,-0.669,325924,2212851.86,1449624.23,NA,NA,NA,NA
"fd2020","jones","lateresa","200","FL","federal:senate","FLS18","C","F",1.115,NA,18,5096.95,4306.49,NA,NA,NA,NA
"fd2020","stovall","dwayne","200","TX","federal:senate","TXS20","C","M",1.57,1.591,233,101864,103456.09,0.1195,"L",NA,NA
"fd2020","steele","michael","100","ND","federal:senate","NDS22","C","M",-1.292,-1.226,7,1199.49,992.6,NA,NA,NA,NA
"fd2020","ocegueda","adrian","100","TX","federal:senate","TXS20","C","M",-1.964,-1.749,6,5777.22,5777.22,0.0222,"L",NA,NA
"fd2020","mccormick","lisa","100","NJ","federal:senate","NJS20","C","F",-0.771,NA,124,0,0,NA,NA,NA,NA
"fd2020","smith","sandy","200","NC","federal:senate","NCS20","C","F",1.471,1.565,2288,3407337.9,3366197.82,NA,NA,NA,NA
"fd2020","lee","eva","100","NC","federal:senate","NCS20","C","F",-1.034,NA,11,0,0,NA,NA,NA,NA
"fd2020","smith","adam","100","KS","federal:senate","KSS20","C","M",-0.548,NA,2,0,0,NA,NA,NA,NA
"fd2020","hubbard","peggy","200","IL","federal:senate","ILS20","C","F",1.462,NA,121,200781.77,195582.11,0.2286,"L",NA,NA
"fd2020","harris","nancy","100","ID","federal:senate","IDS20","C","F",-1.142,-1.089,107,23982.83,23982.83,NA,NA,NA,NA
"fd2020","kombo","danielle","100","CO","federal:senate","COS20","C","F",-1.042,NA,5,0,0,NA,NA,NA,NA
"fd2020","zornio","patricia","100","CO","federal:senate","COS20","C","F",-1.094,-1.059,1370,132273.07,119084.53,NA,NA,NA,NA
"fd2020","kelly","mark","100","AZ","federal:senate","AZS20","C","M",-1.08,-0.766,825602,101106583.88,99704060.42,0.9993,"W",51.16,"W"
"fd2020","klobuchar","amy","100","00","federal:president","PRES","C","F",-0.897,NA,212410,54569266.3,54521519.52,NA,NA,NA,NA
"fd2020","mercer","lee","100","00","federal:president","PRES","C","M",-2.001,-2.045,6,3.84e+08,3.84e+08,NA,NA,NA,NA
"fd2020","sanders","bernard","100","00","federal:president","PRES","C","M",-1.17,-0.889,2610036,218907026.62,221001358.61,NA,NA,NA,NA
"fd2020","pierce","mark","100","00","federal:president","PRES","C","M",-1.609,-1.632,4,17756.75,10950.66,NA,NA,NA,NA
"fd2020","inslee","jay","100","00","federal:president","PRES","C","M",-1.008,NA,80901,6942808.55,6903950.21,NA,NA,NA,NA
"fd2020","hunter","dario","328","00","federal:president","PRES","C","M",-1.327,-1.342,249,33967.89,31630.99,NA,NA,NA,NA
"fd2020","williamson","marianne","100","00","federal:president","PRES","C","F",-0.949,-0.954,105198,8403835.7,8296619.65,NA,NA,NA,NA
"fd2020","warren","elizabeth","100","00","federal:president","PRES","C","F",-1.084,-1.021,758890,131368111.75,131189612.62,NA,NA,NA,NA
"fd2020","harris","kamala","100","00","federal:president","PRES","C","F",-1.033,-0.878,391398,43088972.4,42943584.81,NA,NA,NA,NA
"fd2020","gabbard","tulsi","100","00","federal:president","PRES","C","F",-0.597,-0.66,137231,0,0,NA,NA,NA,NA
"fd2020","ojeda","richard","100","00","federal:president","PRES","C","M",-1.002,NA,986,20347.63,32720.58,NA,NA,NA,NA
"fd2020","bradford","daphne","100","00","federal:president","PRES","C","F",-1.474,-1.762,12,118,0,NA,NA,NA,NA
"fd2020","vonbevern","ryan","100","00","federal:president","PRES","C","M",-0.794,NA,8,2160.74,2287.72,NA,NA,NA,NA
"fd2020","benzel","julianne","200","00","federal:president","PRES","C","F",1.913,1.848,36,241215.72,210198.78,NA,NA,NA,NA
"fd2020","lee","robert","328","00","federal:president","PRES","C","M",-0.053,NA,88,0,0,NA,NA,NA,NA
"fd2020","wiand","fred","100","00","federal:president","PRES","C","M",-0.998,NA,7,15040.27,12583.27,NA,NA,NA,NA
"fd2020","keller","fred","200","PA","federal:house","PA12","C","M",1.241,1.2,1558,1563479.87,1087700.69,NA,NA,70.8438897934951,"W"
"fd2020","miller","carol","200","WV","federal:house","WV03","I","F",1.063,1.161,2857,912210.75,763796.42,0.7026,"W",71.34,"W"
"fd2020","porter","stevan","328","VA","federal:house","VA11","C","M",0.917,0.92,12,532.77,1316.13,NA,NA,NA,NA
"fd2020","wexton","jennifer","100","VA","federal:house","VA10","I","F",-0.948,-0.912,19908,3984992.26,1901911.61,1,"W",56.51,"W"
"fd2020","cline","benjamin","200","VA","federal:house","VA06","I","M",1.238,1.314,1970,900313.05,680286.14,1,"W",64.59,"W"
"fd2020","williams","lavangelene","100","VA","federal:house","VA01","C","U",-1.062,-1.059,1820,142480.8,141180.79,0.4746,"L",NA,NA
"fd2020","mcadams","ben","100","UT","federal:house","UT04","I","M",-0.678,NA,12580,5638024.49,5580074.1,1,"W",46.7,"L"
"fd2020","curtis","john","200","UT","federal:house","UT03","I","M",0.873,0.719,3252,905501.13,718455.03,1,"W",68.73,"W"
"fd2020","garcia","sylvia","100","TX","federal:house","TX29","I","F",-0.646,-0.68,3202,856155.61,795553,1,"W",71.13,"W"
"fd2020","fisher","william","100","TX","federal:house","TX24","C","M",-1.116,-1.098,444,2243.66,13217.99,NA,NA,NA,NA
"fd2020","escobar","veronica","100","TX","federal:house","TX16","I","F",-0.429,-0.95,4089,1137105.39,1089249.97,1,"W",64.72,"W"
"fd2020","sagan","gregory","100","TX","federal:house","TX13","C","M",-0.855,-0.779,204,12265.32,14881.63,0.3472,"L",NA,NA
"fd2020","wright","ron","200","TX","federal:house","TX06","I","M",1.361,1.471,772,923531.7,919091.38,1,"W",52.8,"W"
"fd2020","burch","lorie","100","TX","federal:house","TX03","C","F",-1.097,-1.129,973,46595.57,45990.43,NA,NA,NA,NA
"fd2020","beal","brent","100","TX","federal:house","TX01","C","M",-1.16,-1.037,313,211.83,942.27,NA,NA,NA,NA
"fd2020","rose","john","200","TN","federal:house","TN06","I","M",1.141,1.388,5672,1582985.81,1158244.39,1,"W",73.68,"W"
"fd2020","burchett","tim","200","TN","federal:house","TN02","I","M",1.12,NA,3981,1347006.19,889218.07,1,"W",67.64,"W"
"fd2020","johnson","dusty","200","SD","federal:house","SD01","I","M",1.176,1.254,3523,1694504.29,700356.1,0.7665,"W",80.96,"W"
"fd2020","ali","mark","100","SC","federal:house","SC05","C","M",-1.106,NA,13,0,0,NA,NA,NA,NA
"fd2020","timmons","william","200","SC","federal:house","SC04","I","M",0.966,1.228,2177,1363583.92,1368033.07,1,"W",61.61,"W"
"fd2020","wysocki","frederick","200","RI","federal:house","RI01","C","M",2.288,2.292,3,13066.94,13398.25,NA,"L",15.84,"L"
"fd2020","reschenthaler","guy","200","PA","federal:house","PA14","I","M",0.914,1.071,22837,2264455.66,1594661.35,0.9987,"W",64.62,"W"
"fd2020","wild","susan","100","PA","federal:house","PA07","I","F",-0.91,-0.802,31543,4644289.9,4591501.23,1,"W",51.79,"W"
"fd2020","boyle","daniel","100","PA","federal:house","PA05","O","M",-0.505,NA,7,0,0,NA,NA,NA,NA
"fd2020","billie","joseph","200","PA","federal:house","PA05","O","M",1.375,NA,6,3112.26,0,NA,NA,NA,NA
"fd2020","nations","joey","200","OR","federal:house","OR05","C","M",1.637,1.59,127,66282.87,66283.21,0.1741,"L",NA,NA
"fd2020","horn","kendra","100","OK","federal:house","OK05","I","F",-0.783,-0.578,14501,5980141.93,5976536.82,0.8569,"W",47.94,"L"
"fd2020","robbins","frankie","100","OK","federal:house","OK03","C","M",-1.125,-1.022,20,0,0,NA,NA,NA,NA
"fd2020","gonzalez","anthony","200","OH","federal:house","OH16","I","M",0.81,0.842,2238,2393596.6,1895208.47,1,"W",63.19,"W"
"fd2020","stivers","steve","200","OH","federal:house","OH15","I","M",0.798,0.939,6893,3017019.07,2305320.33,0.8812,"W",63.41,"W"
"fd2020","weaver","laura","100","OH","federal:house","OH01","C","F",-1.455,-1.323,19,3119,4370.38,NA,NA,NA,NA
"fd2020","collins","christopher","200","NY","federal:house","NY27","I","M",1.033,0.94,2666,517605.63,722021.83,NA,NA,NA,NA
"fd2020","brindisi","anthony","100","NY","federal:house","NY22","I","M",-0.923,-0.75,13789,6149102.8,5901341.91,1,"W",43.45,"L"
"fd2020","delgado","antonio","100","NY","federal:house","NY19","I","M",-0.962,-0.961,22589,6020522.04,3034333.02,1,"W",47.7,"W"
"fd2020","rose","max","100","NY","federal:house","NY11","I","M",-0.787,-0.805,20872,9323126.22,9537934.79,1,"W",45.9,"L"
"fd2020","meeks","gregory","100","NY","federal:house","NY05","I","M",-0.448,-0.652,5773,2126017.21,1495899.66,0.7563,"W",99.33,"W"
"fd2020","sax","mike","100","NY","federal:house","NY02","C","M",-1.203,NA,8,0,0,NA,NA,NA,NA
"fd2020","lujan","ben","100","NM","federal:house","NM03","I","M",-0.891,-0.809,59012,18591155.2,19193926.82,NA,NA,NA,NA
"fd2020","herrell","stella","200","NM","federal:house","NM02","C","F",1.429,1.478,9949,2868121.64,2984195.58,0.4461,"W",53.7,"W"
"fd2020","sherrill","mikie","100","NJ","federal:house","NJ11","I","F",-0.881,-0.891,31923,6494469.85,3807868.3,1,"W",53.3,"W"
"fd2020","kim","andy","100","NJ","federal:house","NJ03","I","M",-0.963,-0.76,71164,7358014.54,6869993.74,1,"W",53.23,"W"
"fd2020","vandrew","jeff","200","NJ","federal:house","NJ02","I","M",1.192,NA,42519,4326538.52,4138860.95,0.8235,"W",51.93,"W"
"fd2020","eastman","kara","100","NE","federal:house","NE02","C","F",-1.036,-0.998,25454,4524583.42,4578198.75,0.6216,"W",46.21,"L"
"fd2020","ortiz","gabriel","100","NC","federal:house","NC12","C","M",-0.899,NA,253,0,0,NA,NA,NA,NA
"fd2020","law","philip","200","NC","federal:house","NC03","C","M",1.761,1.777,82,78070,78963.32,NA,NA,NA,NA
"fd2020","bush","cori","100","MO","federal:house","MO01","C","F",-1.139,-1.143,47192,1429836.58,1345333.87,0.4852,"W",78.78,"W"
"fd2020","stauber","peter","200","MN","federal:house","MN08","I","M",1.166,1.344,4975,2602490.35,2618059.12,0.9375,"W",56.75,"W"
"fd2020","sherman","jayesun","200","MN","federal:house","MN07","C","U",1.519,1.438,12,9093.1,11438.99,0.0169,"L",NA,NA
"fd2020","phillips","dean","100","MN","federal:house","MN03","I","M",-0.778,-0.898,12337,2391906.46,2215321.52,0.9075,"W",55.61,"W"
"fd2020","stevens","haley","100","MI","federal:house","MI11","I","F",-0.827,-0.959,17746,5884928.62,5815452.57,1,"W",50.2,"W"
"fd2020","gray","aida","100","MI","federal:house","MI06","C","F",NA,-1.102,8,2698.6,0,NA,NA,NA,NA
"fd2020","golden","jared","100","ME","federal:house","ME02","I","M",-0.961,-0.867,29452,5382793.11,5344641.06,1,"W",53.04,"W"
"fd2020","pretot","jake","100","MD","federal:house","MD02","C","M",-1.182,-1.14,8,610,24.11,0.0872,"L",NA,NA
"fd2020","richmond","cedric","100","LA","federal:house","LA02","I","M",-0.324,-0.488,4409,1630814.25,1304604.99,1,"W",63.61,"W"
"fd2020","guthrie","s brett","200","KY","federal:house","KY02","I","M",0.956,1.062,4760,1425219.6,1579044.63,0.8863,"W",70.96,"W"
"fd2020","estes","ron","200","KS","federal:house","KS04","C","M",1.14,1.056,3611,0,0,NA,NA,63.6524634071552,"W"
"fd2020","harmon","wayne","200","IN","federal:house","IN07","C","M",NA,1.483,29,0,0,NA,NA,NA,NA
"fd2020","baird","james","200","IN","federal:house","IN04","I","M",1.223,1.352,1202,371674,233207.62,1,"W",66.62,"W"
"fd2020","underwood","lauren","100","IL","federal:house","IL14","I","F",-1.038,-1.001,41684,7862452.21,7360376.83,1,"W",50.67,"W"
"fd2020","clark","anthony","100","IL","federal:house","IL07","C","M",-1.134,-1.132,2043,145516.16,145516.16,0.1298,"L",NA,NA
"fd2020","garcia","jesus","100","IL","federal:house","IL04","I","M",-0.74,-0.789,5500,838108.77,726422.03,1,"W",84.05,"W"
"fd2020","newman","marie","100","IL","federal:house","IL03","C","F",-1.019,-0.981,26597,2835512.46,2732742.44,0.4726,"W",56.38,"W"
"fd2020","smith","michael","100","ID","federal:house","ID01","O","M",-1.193,NA,18,0,0,NA,NA,NA,NA
"fd2020","cowen","martin","328","GA","federal:house","GA13","C","M",1.468,1.473,14,17992.96,17996.74,0.001,"W",0.02,"L"
"fd2020","cooper","james","328","GA","federal:house","GA08","C","M",-1.292,-1.249,6,8542.09,8527.85,0.001,"W",0.02,"L"
"fd2020","bourdeaux","carolyn","100","GA","federal:house","GA07","C","F",-0.948,-0.952,14592,5303913.83,5331899.54,0.5278,"W",51.39,"W"
"fd2020","mcbath","lucia","100","GA","federal:house","GA06","I","F",-0.992,NA,51944,8678503.63,8757258.96,1,"W",54.59,"W"
"fd2020","ring","lisa","100","GA","federal:house","GA01","C","F",-1.143,-1.09,1055,79075.81,73597.99,0.4601,"L",NA,NA
"fd2020","steube","greg","200","FL","federal:house","FL17","I","M",1.223,1.284,5343,768470.93,629762.91,1,"W",64.63,"W"
"fd2020","spano","vincent","200","FL","federal:house","FL15","I","M",1.342,1.307,2244,1130466.71,1108389.75,0.4877,"L",NA,NA
"fd2020","buck","george","200","FL","federal:house","FL13","C","M",1.503,1.598,890,1136065.13,1133626.17,0.2579,"L",NA,NA
"fd2020","waltz","michael","200","FL","federal:house","FL06","I","M",1.231,1.374,11480,2869733.18,2036834.48,1,"W",60.61,"W"
"fd2020","peters","brandon","100","FL","federal:house","FL03","C","M",-0.601,-0.801,966,218,4522.53,NA,NA,NA,NA
"fd2020","routledge","root","100","CO","federal:house","CO03","C","U",-1.071,-1.056,22,7429.1,7432.95,NA,NA,NA,NA
"fd2020","campa najjar","ammar","100","CA","federal:house","CA50","C","M",-1.057,-1.058,56540,6429130.92,6428682.95,0.3647,"W",46.05,"L"
"fd2020","mendoza","sandra","100","CA","federal:house","CA34","C","F",-0.761,-0.94,179,840.12,845.5,NA,NA,NA,NA
"fd2020","lutz","mary","100","CA","federal:house","CA32","C","F",-1.189,-1.002,233,34769.22,154520.92,NA,NA,NA,NA
"fd2020","denney","audrey","100","CA","federal:house","CA01","C","F",-1.097,-1.066,10421,2479555.32,2475446.47,0.3936,"L",43.01,"L"
"fd2020","musselwhite","robert","100","AZ","federal:house","AZ08","C","M",-1.059,-0.969,30,19678.28,20226.68,0.1449,"L",NA,NA
"fd2020","smith","d adam","100","WA","federal:house","WA09","I","M",-0.467,-0.754,5754,1327196.11,933144.97,0.7359,"W",74.14,"W"
"fd2020","mceachin","aston","100","VA","federal:house","VA04","I","M",-0.748,-0.777,4123,986394.45,988770.9,0.7995,"W",61.62,"W"
"fd2020","scott","robert","100","VA","federal:house","VA03","I","M",-0.692,-0.835,3482,875926.24,837219.09,1,"W",68.35,"W"
"fd2020","arrington","jodey","200","TX","federal:house","TX19","I","M",1.254,1.304,3909,2535447.58,1970964.11,0.8944,"W",74.78,"W"
"fd2020","gonzalez","vicente","100","TX","federal:house","TX15","I","M",-0.194,-0.224,5692,1257881.45,907999.77,1,"W",50.5,"W"
"fd2020","cohen","stephen","100","TN","federal:house","TN09","I","M",-0.321,-0.539,3303,608930.06,458671.14,0.8402,"W",77.37,"W"
"fd2020","roe","david","200","TN","federal:house","TN01","I","M",1.162,1.167,1771,141221,252398.52,NA,NA,NA,NA
"fd2020","fitzpatrick","brian","200","PA","federal:house","PA01","I","M",0.55,0.485,7856,4240717.33,4309027.55,0.6315,"W",56.43,"W"
"fd2020","evans","dwight","100","PA","federal:house","PA03","I","M",-0.725,-0.564,7753,947183.81,786062.98,1,"W",90.9,"W"
"fd2020","walden","gregory","200","OR","federal:house","OR02","I","M",0.826,1.048,8384,1642609.97,1874515.89,NA,NA,NA,NA
"fd2020","jordan","james","200","OH","federal:house","OH04","I","M",1.525,1.606,113765,18637124.6,13268968.45,1,"W",67.85,"W"
"fd2020","suozzi","thomas","100","NY","federal:house","NY03","I","M",-0.344,-0.802,38202,2960576.85,2350850.41,0.6638,"W",52.59,"W"
"fd2020","pascrell","william","100","NJ","federal:house","NJ09","I","M",-0.498,-0.628,8581,1607398.33,1842258.71,0.8063,"W",65.8,"W"
"fd2020","bacon","donald","200","NE","federal:house","NE02","I","M",1.052,1.336,9516,3790454.61,3755143.73,0.9061,"W",50.77,"W"
"fd2020","cano","fernando","100","NC","federal:house","NC09","C","M",-1.247,-1.164,179,8137.5,8121.18,NA,NA,NA,NA
"fd2020","craig","angela","100","MN","federal:house","MN02","I","F",-0.93,-0.911,29575,5676522.49,4731913.51,1,"W",48.18,"W"
"fd2020","bergman","john","200","MI","federal:house","MI01","I","M",1.079,1.224,3650,1985526.54,1850480.65,1,"W",61.65,"W"
"fd2020","johnson","james","200","LA","federal:house","LA04","I","M",1.22,1.497,84642,1323911.12,1063517.39,1,"W",60.43,"W"
"fd2020","higgins","clay","200","LA","federal:house","LA03","I","M",1.301,NA,2451,767293.29,736218.6,0.001,"W",67.76,"W"
"fd2020","stepp","kenneth","100","KY","federal:house","KY05","C","M",-0.989,-0.858,35,173,173,NA,NA,NA,NA
"fd2020","marshall","roger","200","KS","federal:house","KS01","I","M",1.252,1.214,11646,13522287.1,14318941.1,NA,NA,NA,NA
"fd2020","krishnamoorthi","s raja","100","IL","federal:house","IL08","I","M",-0.781,-0.824,46113,6411078.44,2259903.3,0.7994,"W",73.16,"W"
"fd2020","johnson","henry","100","GA","federal:house","GA04","I","M",-0.858,-0.609,4390,636162.75,498219.43,0.6841,"W",80.08,"W"
"fd2020","rooney","francis","200","FL","federal:house","FL19","I","M",1.357,1.26,708,6797.35,644134.84,NA,NA,NA,NA
"fd2020","walker","kimberly","100","FL","federal:house","FL12","C","F",-1.181,-1.14,558,42802.1,33543.84,1,"W",37.12,"L"
"fd2020","bilirakis","gus","200","FL","federal:house","FL12","I","M",0.861,1.031,8848,1609445.83,1553942.14,1,"W",62.88,"W"
"fd2020","murphy","stephanie","100","FL","federal:house","FL07","I","F",-0.473,-0.609,6363,3154665.17,1828521.74,1,"W",55.34,"W"
"fd2020","mills","ralph","200","FL","federal:house","FL01","C","M",2.606,2.688,5,27049.12,26543.58,0.0961,"L",NA,NA
"fd2020","cohen","ronald","200","CA","federal:house","CA17","C","M",1.644,1.563,4,0,0,NA,NA,NA,NA
"fd2020","biggs","andy","200","AZ","federal:house","AZ05","I","M",1.387,1.494,8205,1704233.12,1338431.77,0.9956,"W",58.88,"W"
"fd2020","grothman","glenn","200","WI","federal:house","WI06","I","M",1.435,1.432,6354,1829916.45,1750819.12,0.9971,"W",59.23,"W"
"fd2020","moore","gwen","100","WI","federal:house","WI04","I","F",-0.744,-0.921,4197,1199156.96,1181900.52,0.9943,"W",74.65,"W"
"fd2020","mcmorris rodgers","cathy","200","WA","federal:house","WA05","I","F",1.247,1.196,17186,4419970.26,3503094.11,0.5273,"W",61.29,"W"
"fd2020","lee","sheila","100","TX","federal:house","TX18","I","F",-0.493,-0.778,5219,1068464.88,874961.29,0.7708,"W",73.29,"W"
"fd2020","boyle","brendan","100","PA","federal:house","PA02","I","M",-0.41,-0.638,4306,1560584.3,760250.39,1,"W",72.47,"W"
"fd2020","higgins","brian","100","NY","federal:house","NY26","I","M",-0.314,-0.302,4956,1128729.72,988667.46,1,"W",63.26,"W"
"fd2020","stefanik","elise","200","NY","federal:house","NY21","I","F",1.322,1.196,127189,13349928.94,11718616.84,1,"W",52.9,"W"
"fd2020","rice","kathleen","100","NY","federal:house","NY04","I","F",-0.543,-0.856,7119,1124280.24,1228432.21,1,"W",56.13,"W"
"fd2020","coleman","bonnie","100","NJ","federal:house","NJ12","I","F",-0.904,-0.882,5858,806729.36,848941.86,0.8919,"W",65.64,"W"
"fd2020","wildes","michael","100","NJ","federal:house","NJ09","C","M",-0.064,-0.715,510,83674.49,5372.26,NA,NA,NA,NA
"fd2020","fortenberry","jeffrey","200","NE","federal:house","NE01","I","M",1.144,1.251,3579,1479931.94,2465446.06,1,"W",59.52,"W"
"fd2020","walker","bradley","200","NC","federal:house","NC06","I","M",1.225,1.386,3426,893357.37,788986.24,NA,NA,NA,NA
"fd2020","thompson","bennie","100","MS","federal:house","MS02","I","M",-0.464,-0.91,5495,1379891.97,1099404.11,0.9399,"W",66.02,"W"
"fd2020","smith","jason","200","MO","federal:house","MO08","I","M",1.124,1.238,15941,1902371.34,1516929.93,1,"W",76.86,"W"
"fd2020","dingell","debbie","100","MI","federal:house","MI12","I","F",-0.605,-0.83,7235,1633275.73,1692360.02,0.8093,"W",66.43,"W"
"fd2020","moolenaar","john","200","MI","federal:house","MI04","I","M",1.048,1.139,5265,1534896.16,1042443.69,1,"W",65,"W"
"fd2020","ferguson","dana","100","MI","federal:house","MI01","C","F",-1.041,-1.005,1968,0,0,NA,NA,NA,NA
"fd2020","mcgovern","james","100","MA","federal:house","MA02","I","M",-0.87,-0.752,11071,1056341.59,1093204.78,0.9944,"W",65.33,"W"
"fd2020","graves","garret","200","LA","federal:house","LA06","I","M",0.865,1.045,5023,1782976.83,1240249.26,0.001,"W",71.05,"W"
"fd2020","visclosky","peter","100","IN","federal:house","IN01","I","M",-0.28,-0.264,5190,627572.46,995347.47,NA,NA,NA,NA
"fd2020","bost","michael","200","IL","federal:house","IL12","I","M",0.757,1.16,6146,1948780.91,1540312.3,1,"W",60.43,"W"
"fd2020","loudermilk","barry","200","GA","federal:house","GA11","I","M",1.324,1.313,2548,899982.15,723065.86,1,"W",60.43,"W"
"fd2020","mensing","dale","200","CA","federal:house","CA02","C","M",1.694,1.808,5,5959.5,2235.73,0.1885,"L",24.26,"L"
"fd2020","amata","aumua","200","AS","federal:house","AS01","I","F",0.988,0.983,431,75727.21,76126.16,0.001,"W",83.33,"W"
"fd2020","hill","james","200","AR","federal:house","AR02","I","M",1.032,1.071,5209,3423234.37,3059235.64,1,"W",55.37,"W"
"fd2020","pocan","mark","100","WI","federal:house","WI02","I","M",-0.987,-0.886,15161,1293769.38,1017815.48,0.996,"W",69.67,"W"
"fd2020","stewart","chris","200","UT","federal:house","UT02","I","M",1.014,1.115,2311,951886.52,929210.17,1,"W",59,"W"
"fd2020","veasey","marc","100","TX","federal:house","TX33","I","M",-0.584,-0.87,4547,1639811.54,1631328.46,0.6357,"W",66.82,"W"
"fd2020","williams","roger","200","TX","federal:house","TX25","I","M",1.291,1.235,5028,2446005.09,3358150.96,0.8757,"W",55.93,"W"
"fd2020","vela","filemon","100","TX","federal:house","TX34","I","M",-0.292,-0.246,2018,993228.15,1034382.25,0.7506,"W",55.43,"W"
"fd2020","sessions","pete","200","TX","federal:house","TX17","C","M",1.197,1.308,10383,1485908.61,1696588.07,0.3161,"W",55.85,"W"
"fd2020","cooper","james","100","TN","federal:house","TN05","I","M",-0.485,-0.571,7932,939747.01,1335308.99,0.5709,"W",99.99,"W"
"fd2020","wilson","joe","200","SC","federal:house","SC02","I","M",1.124,1.24,8207,1686288.77,1762180.03,0.7412,"W",55.66,"W"
"fd2020","clyburn","james","100","SC","federal:house","SC06","I","M",-0.509,-0.676,15136,3447751.06,2372934.32,1,"W",68.18,"W"
"fd2020","perry","scott","200","PA","federal:house","PA10","I","M",1.32,1.341,9368,4020493.92,3905339.93,0.9954,"W",53.24,"W"
"fd2020","cole","tom","200","OK","federal:house","OK04","I","M",0.781,1.124,7102,1816062.45,1757230.27,0.7633,"W",67.79,"W"
"fd2020","ryan","timothy","100","OH","federal:house","OH13","I","M",-0.452,-0.638,308859,1991087.32,2089544.91,1,"W",52.49,"W"
"fd2020","joyce","david","200","OH","federal:house","OH14","I","M",0.715,0.918,4747,2942391.5,2526144.67,0.8312,"W",59.59,"W"
"fd2020","beatty","joyce","100","OH","federal:house","OH03","I","F",-0.427,-0.633,6602,2238648.69,2551301.54,0.6812,"W",70.83,"W"
"fd2020","maloney","carolyn","100","NY","federal:house","NY12","I","F",-0.627,-0.583,13679,3069723.16,3061751.82,0.4272,"W",82.09,"W"
"fd2020","king","pete","200","NY","federal:house","NY02","I","M",0.521,0.921,5753,616672.45,712496.37,NA,NA,NA,NA
